GeneID	GeneSymbol	median_z_score
5589	PRKCSH	2.49
545	ATR	2.18
4246	SCGB2A1	1.86
2475	FRAP1	1.76
11011	TLK2	1.73
10154	PLXNC1	1.69
4916	NTRK3	1.62
9088	PKMYT1	1.54
374872	C19orf35	1.51
10519	CIB1	1.45
122011	CSNK1A1L	1.43
9252	RPS6KA5	1.4
5163	PDK1	1.39
23300	ATMIN	1.36
5213	PFKM	1.35
8491	MAP4K3	1.35
5292	PIM1	1.34
26228	STAP1	1.31
204	AK2	1.3
80271	ITPKC	1.3
23043	TNIK	1.29
283629	TSSK4	1.26
5894	RAF1	1.22
4831	NME2	1.21
2065	ERBB3	1.17
8526	DGKE	1.15
5232	PGK2	1.13
10645	CAMKK2	1.13
640	BLK	1.12
1158	CKM	1.1
80852	GRIP2	1.1
149420	PDIK1L	1.06
8649	MAPKSP1	1.02
64080	RBKS	1.02
801	CALM1	1
55681	SCYL2	0.97
3718	JAK3	0.96
22853	LMTK2	0.96
2046	EPHA8	0.94
9874	TLK1	0.92
2066	ERBB4	0.91
23552	CCRK	0.91
55620	STAP2	0.91
347359	BMP2KL	0.91
3643	INSR	0.89
5616	PRKY	0.89
158067	AK8	0.89
203447	NRK	0.89
780	DDR1	0.88
8899	PRPF4B	0.88
28996	HIPK2	0.88
3645	INSRR	0.86
1613	DAPK3	0.84
9113	LATS1	0.83
5062	PAK2	0.82
440275	EIF2AK4	0.82
6300	MAPK12	0.8
2241	FER	0.79
8569	MKNK1	0.79
6198	RPS6KB1	0.78
9833	MELK	0.76
22983	MAST1	0.76
54861	SNRK	0.75
1452	CSNK1A1	0.73
5635	PRPSAP1	0.73
23604	DAPK2	0.73
79877	DCAKD	0.72
1633	DCK	0.71
5631	PRPS1	0.71
22848	AAK1	0.71
1612	DAPK1	0.7
3706	ITPKA	0.7
5599	MAPK8	0.7
2321	FLT1	0.69
4750	NEK1	0.69
55577	NAGK	0.69
132	ADK	0.68
5305	PIP4K2A	0.68
5756	TWF1	0.67
11113	CIT	0.67
5291	PIK3CB	0.66
6098	ROS1	0.66
139189	DGKK	0.66
340371	NRBP2	0.66
6789	STK4	0.65
7084	TK2	0.65
85443	DCLK3	0.64
5606	MAP2K3	0.63
54986	ULK4	0.63
3098	HK1	0.62
5566	PRKACA	0.62
10020	GNE	0.62
23683	PRKD3	0.62
197259	MLKL	0.62
5583	PRKCH	0.61
10595	ERN2	0.61
169436	C9orf96	0.61
1859	DYRK1A	0.6
1969	EPHA2	0.59
8395	PIP5K1B	0.59
156	ADRBK1	0.58
4914	NTRK1	0.58
8780	RIOK3	0.58
55312	RFK	0.58
699	BUB1	0.57
7294	TXK	0.57
260425	MAGI3	0.57
5601	MAPK9	0.56
23677	SH3BP4	0.56
3705	ITPK1	0.55
4342	MOS	0.55
415116	PIM3	0.55
7444	VRK2	0.54
80216	ALPK1	0.53
65267	WNK3	0.52
2987	GUK1	0.51
8814	CDKL1	0.51
10110	SGK2	0.51
83440	ADPGK	0.51
9451	EIF2AK3	0.5
10087	COL4A3BP	0.5
58496	LY6G5B	0.5
2710	GK	0.49
