GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
5589	5	D04	2.67	1	13	2.006654187013706e-4	1	2	3	67	5589	PRKCSH	s11127	TRUE
5589	3	D04	2.49	2	19	2.006654187013706e-4	1	2	3	67	5589	PRKCSH	s11126	TRUE
9088	6	L18	1.59	4	107	6.566249120568742e-4	1	3	3	100	9088	PKMYT1	s194986	TRUE
9088	2	L18	1.54	5	120	6.566249120568742e-4	1	3	3	100	9088	PKMYT1	s225077	TRUE
9088	4	L18	1.26	6	197	6.566249120568742e-4	1	3	3	100	9088	PKMYT1	s194985	TRUE
545	3	I17	2.37	10	25	7.773571614640179e-4	1	2	3	67	545	ATR	s535	TRUE
545	5	I17	2.18	11	37	7.773571614640179e-4	1	2	3	67	545	ATR	s536	TRUE
4246	3	F05	2.57	21	16	0.002334093333845147	1	2	3	67	4246	SCGB2A1	s8730	TRUE
4246	5	F05	1.86	22	63	0.002334093333845147	1	2	3	67	4246	SCGB2A1	s224040	TRUE
2475	5	K09	2.75	26	11	0.0032022034893940147	1	3	3	100	2475	FRAP1	s604	TRUE
2475	3	K09	1.76	27	73	0.0032022034893940147	1	3	3	100	2475	FRAP1	s603	TRUE
11011	2	C04	2.55	31	17	0.0038241492880055055	1	3	3	100	11011	TLK2	s223175	TRUE
11011	4	C04	1.73	32	82	0.0038241492880055055	1	3	3	100	11011	TLK2	s21679	TRUE
10154	2	O09	1.85	33	65	0.004301256573156062	1	2	3	67	10154	PLXNC1	s19775	TRUE
10154	6	O09	1.69	34	86	0.004301256573156062	1	2	3	67	10154	PLXNC1	s19777	TRUE
4916	1	I02	1.69	42	87	0.006010376566739719	1	2	3	67	4916	NTRK3	s9751	TRUE
4916	3	J01	1.62	43	103	0.006010376566739719	1	2	3	67	4916	NTRK3	s9752	TRUE
374872	4	P22	1.53	57	122	0.009229010199204923	1	3	3	100	374872	C19orf35	s51596	TRUE
374872	2	P22	1.51	58	128	0.009229010199204923	1	3	3	100	374872	C19orf35	s51595	TRUE
4916	5	J01	-1.94	985	985	0.006010376566739719	0	2	3	67	4916	NTRK3	s9753	TRUE
10154	4	O09	-1.08	985	985	0.004301256573156062	0	2	3	67	10154	PLXNC1	s19776	TRUE
545	1	J18	-1.03	985	985	7.773571614640179e-4	0	2	3	67	545	ATR	s534	TRUE
5589	1	C03	-0.73	985	985	2.006654187013706e-4	0	2	3	67	5589	PRKCSH	s11125	TRUE
4246	1	E06	-0.21	985	985	0.002334093333845147	0	2	3	67	4246	SCGB2A1	s224041	TRUE
374872	6	P22	0.06	985	985	0.009229010199204923	0	3	3	100	374872	C19orf35	s51597	TRUE
2475	1	L10	0.44	985	985	0.0032022034893940147	0	3	3	100	2475	FRAP1	s602	TRUE
11011	6	C04	0.57	985	985	0.0038241492880055055	0	3	3	100	11011	TLK2	s223176	TRUE
