GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
374872	6	P22	3.28	3	5	9.096020225861941e-4	1	2	3	67	374872	C19orf35	s51597	TRUE
374872	2	P22	2.24	4	40	9.096020225861941e-4	1	2	3	67	374872	C19orf35	s51595	TRUE
157285	2	P08	1.78	24	102	0.007472659300074234	1	3	3	100	157285	NA	s45947	TRUE
157285	4	P08	1.73	25	115	0.007472659300074234	1	3	3	100	157285	NA	s45948	TRUE
347359	6	P20	1.7	31	119	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51234	TRUE
347359	4	P20	1.62	32	140	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51233	TRUE
347359	2	P20	0.76	33	500	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51232	TRUE
10154	2	O09	2.8	34	16	0.011007285397529284	1	3	3	100	10154	PLXNC1	s19775	TRUE
10154	6	O09	1.62	35	141	0.011007285397529284	1	3	3	100	10154	PLXNC1	s19777	TRUE
64799	2	L01	2.14	41	49	0.013609610758817685	1	3	3	100	64799	IQCH	s34971	TRUE
64799	4	L01	1.59	42	152	0.013609610758817685	1	3	3	100	64799	IQCH	s34972	TRUE
6794	5	N12	1.97	49	72	0.014126666314761635	1	2	3	67	6794	STK11	s13581	TRUE
6794	1	M11	1.57	50	159	0.014126666314761635	1	2	3	67	6794	STK11	s13579	TRUE
64781	2	J21	1.59	56	153	0.016848277654264488	1	3	3	100	64781	CERK	s224624	TRUE
64781	4	J21	1.51	57	174	0.016848277654264488	1	3	3	100	64781	CERK	s34930	TRUE
6794	3	N12	-1.2	1099	1099	0.014126666314761635	0	2	3	67	6794	STK11	s13580	TRUE
374872	4	P22	-0.03	1099	1099	9.096020225861941e-4	0	2	3	67	374872	C19orf35	s51596	TRUE
64781	6	J21	0.14	1099	1099	0.016848277654264488	0	3	3	100	64781	CERK	s34931	TRUE
10154	4	O09	0.3	1099	1099	0.011007285397529284	0	3	3	100	10154	PLXNC1	s19776	TRUE
64799	6	L01	0.65	1099	1099	0.013609610758817685	0	3	3	100	64799	IQCH	s34973	TRUE
157285	6	P08	0.79	1099	1099	0.007472659300074234	0	3	3	100	157285	NA	s45949	TRUE
