plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
6	312	4.52	M24	pos	pos	582.588112662	463.67245674	523.130284701	-118.915655922	1.81	1.77	3.036	6.012	NA	NA	NA
5	120	3.89	E24	pos	pos	512.983394604	454.537696737	483.7605456705	-58.445697867	1.73	3.14	2.35	5.42	NA	NA	NA
6	120	3.81	E24	pos	pos	548.348442038	390.890623953	469.6195329955	-157.457818085	1.7	1.49	2.578	5.043	NA	NA	NA
6	264	3.53	K24	pos	pos	537.249526671	408.068281306	472.6589039885	-129.181245365	1.67	1.56	2.068	4.998	NA	NA	NA
6	382	3.28	P22	sample	sample	462.618880539	385.558509831	424.088695185	-77.060370708	1.44	1.47	1.505	5.051	374872	C19orf35	s51597
3	312	3.16	M24	pos	pos	468.89601676	900.718043948	684.807030354	431.822027188	1.56	2.38	2.003	4.309	NA	NA	NA
5	4	3.15	A04	sample	sample	474.949482713	445.087579276	460.0185309945	-29.861903437	1.6	3.07	1.168	5.133	695	BTK	s2126
5	360	3.12	O24	pos	pos	611.405486775	391.871073274	501.6382800245	-219.534413501	2.06	2.7	2.905	3.339	NA	NA	NA
3	266	3.12	L02	sample	sample	439.903271177	762.190259906	601.0467655415	322.286988729	1.47	2.02	2.244	3.991	6197	RPS6KA3	s12280
2	375	3.06	P15	sample	sample	671.154321545	634.673230767	652.913776156	-36.4810907780001	2.05	1.98	3.502	2.611	83694	RPS6KL1	s38109
5	312	3.02	M24	pos	pos	527.762152289	395.852396774	461.8072745315	-131.909755515	1.78	2.73	2.17	3.877	NA	NA	NA
3	258	2.96	K18	sample	sample	518.70641897	779.580010512	649.143214741	260.873591542	1.73	2.06	2.605	3.322	2051	EPHB6	s4747
4	102	2.91	E06	sample	sample	669.587597111	770.384403797	719.986000454	100.796806686	2.14	2.1	3.137	2.674	53834	FGFRL1	s28781
6	72	2.82	C24	pos	pos	593.414976346	375.683482686	484.549229516	-217.73149366	1.84	1.43	2.256	3.376	NA	NA	NA
5	72	2.81	C24	pos	pos	494.516074838	363.926114589	429.2210947135	-130.589960249	1.67	2.51	1.867	3.761	NA	NA	NA
2	345	2.8	O09	sample	sample	648.215615467	546.77921481	597.4974151385	-101.436400657	1.98	1.71	3.415	2.181	10154	PLXNC1	s19775
4	251	2.78	K11	sample	sample	519.247846808	637.666219431	578.4570331195	118.418372623	1.66	1.74	2.528	3.036	9465	AKAP7	s18135
1	98	2.73	E02	sample	sample	853.562536932	932.377044016	892.969790474	78.8145070840001	1.82	1.73	3.22	2.245	4217	MAP3K5	s8676
1	302	2.69	M14	sample	sample	739.046032564	853.245023699	796.1455281315	114.198991135	1.58	1.58	2.801	2.57	5289	PIK3C3	s10517
1	185	2.66	H17	sample	sample	823.712502048	844.217893998	833.965198023	20.50539195	1.76	1.57	3.198	2.117	8445	DYRK2	s16027
5	168	2.65	G24	pos	pos	482.501740225	362.152189721	422.326964973	-120.349550504	1.63	2.5	1.926	3.367	NA	NA	NA
5	71	2.59	C23	neg	neg	486.564886701	340.115751061	413.340318881	-146.44913564	1.64	2.35	1.793	3.387	NA	NA	NA
6	24	2.57	A24	pos	pos	374.446755385	392.539148304	383.4929518445	18.092392919	1.16	1.5	0.629	4.517	NA	NA	NA
2	168	2.56	G24	pos	pos	477.53571055	730.511333573	604.0235220615	252.975623023	1.46	2.28	1.679	3.436	NA	NA	NA
4	21	2.5	A21	sample	sample	683.130557598	628.580277003	655.8554173005	-54.550280595	2.18	1.71	3.111	1.883	8517	IKBKG	s16187
2	93	2.47	D21	sample	sample	473.710505176	637.429218546	555.569861861	163.71871337	1.44	1.99	2.283	2.659	84451	NA	s39031
5	160	2.46	G16	sample	sample	465.896775189	285.334795054	375.6157851215	-180.561980135	1.57	1.97	2.331	2.588	8444	DYRK3	s16026
4	227	2.42	J11	sample	sample	452.622547656	644.398181053	548.5103643545	191.775633397	1.44	1.76	1.838	3.012	64080	RBKS	s34395
5	332	2.4	N20	sample	sample	588.517141359	273.718519949	431.117830654	-314.79862141	1.98	1.89	2.631	2.168	6885	MAP3K7	s13768
2	216	2.39	I24	pos	pos	432.548470858	742.998472606	587.773471732	310.450001748	1.32	2.32	0.936	3.854	NA	NA	NA
1	292	2.38	M04	sample	sample	796.271156072	754.048163959	775.1596600155	-42.222992113	1.7	1.4	3.121	1.644	5260	PHKG1	s10448
2	264	2.38	K24	pos	pos	557.038377582	558.619897887	557.8291377345	1.58152030500003	1.7	1.74	2.41	2.347	NA	NA	NA
3	13	2.37	A13	sample	sample	562.701833164	466.017124912	514.359479038	-96.6847082520001	1.88	1.23	2.923	1.821	1195	CLK1	s3163
6	216	2.37	I24	pos	pos	508.561297971	331.622614695	420.091956333	-176.938683276	1.58	1.27	2.233	2.501	NA	NA	NA
3	277	2.36	L13	sample	sample	433.297156013	540.430196847	486.86367643	107.133040834	1.45	1.43	2.478	2.251	5170	PDPK1	s10274
3	105	2.35	E09	sample	sample	554.92941665	663.032858812	608.981137731	108.103442162	1.85	1.75	2.429	2.275	10769	PLK2	s65
3	320	2.3	N08	sample	sample	526.670727911	683.54940928	605.1100685955	156.878681369	1.76	1.81	2.445	2.147	6792	CDKL5	s13574
4	299	2.27	M11	sample	sample	467.906605869	724.881623754	596.3941148115	256.975017885	1.49	1.97	1.555	2.995	9863	MAGI2	s19099
6	357	2.27	O21	sample	sample	576.285505523	383.866429766	480.0759676445	-192.419075757	1.79	1.47	2.672	1.87	10295	BCKDK	s20127
2	382	2.24	P22	sample	sample	551.064850264	574.927060666	562.995955465	23.862210402	1.68	1.79	2.324	2.166	374872	C19orf35	s51595
1	152	2.24	G08	sample	sample	779.081282895	633.967760418	706.5245216565	-145.113522477	1.66	1.18	3.103	1.384	4750	NEK1	s224107
4	269	2.24	L05	sample	sample	512.280349762	607.727906455	560.0041281085	95.447556693	1.63	1.66	2.375	2.101	65061	CDK15	s35181
4	163	2.22	G19	sample	sample	469.83707369	717.764072256	593.800572973	247.926998566	1.5	1.96	1.639	2.798	9061	PAPSS1	s17283
1	168	2.2	G24	pos	pos	770.41247578	724.121289835	747.2668828075	-46.2911859450001	1.64	1.34	2.699	1.707	NA	NA	NA
4	254	2.19	K14	sample	sample	391.26235257	663.432904656	527.347628613	272.170552086	1.25	1.81	1.617	2.753	26007	DAK	s24920
5	375	2.18	P15	sample	sample	508.92909457	420.179292603	464.5541935865	-88.749801967	1.72	2.9	1.496	2.87	5365	PLXNB3	s10707
6	333	2.18	N21	sample	sample	578.422145725	353.472924653	465.947535189	-224.949221072	1.8	1.35	2.739	1.619	80216	ALPK1	s37074
