GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID
374872	6	P22	3.28	3	5	9.096020225861941e-4	1	2	3	67	374872	C19orf35	s51597
374872	2	P22	2.24	4	40	9.096020225861941e-4	1	2	3	67	374872	C19orf35	s51595
1456	3	C13	1.4	7	204	0.002216141127435998	1	3	3	100	1456	CSNK1G3	s3634
1456	5	C13	1.26	8	249	0.002216141127435998	1	3	3	100	1456	CSNK1G3	s3635
1456	1	D14	1.14	9	294	0.002216141127435998	1	3	3	100	1456	CSNK1G3	s3633
8526	4	C03	2.08	12	56	0.0047852896345387825	1	3	3	100	8526	DGKE	s16207
8526	6	C03	1.37	13	216	0.0047852896345387825	1	3	3	100	8526	DGKE	s16208
8526	2	C03	0.97	14	379	0.0047852896345387825	1	3	3	100	8526	DGKE	s16206
3932	3	D01	1.93	16	77	0.005415558294796452	1	3	3	100	3932	LCK	s8107
3932	1	C02	1.06	17	343	0.005415558294796452	1	3	3	100	3932	LCK	s8106
3932	5	D01	0.93	18	397	0.005415558294796452	1	3	3	100	3932	LCK	s8108
152110	2	H02	1.34	20	231	0.006600534747785158	1	3	3	100	152110	NEK10	s45661
152110	4	H02	0.91	21	407	0.006600534747785158	1	3	3	100	152110	NEK10	s45662
152110	6	H02	0.87	22	423	0.006600534747785158	1	3	3	100	152110	NEK10	s45663
157285	2	P08	1.78	24	102	0.007472659300074234	1	3	3	100	157285	NA	s45947
157285	4	P08	1.73	25	115	0.007472659300074234	1	3	3	100	157285	NA	s45948
695	5	A04	3.15	26	7	0.009283761296351336	1	2	3	67	695	BTK	s2126
347359	6	P20	1.7	31	119	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51234
347359	4	P20	1.62	32	140	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51233
347359	2	P20	0.76	33	500	0.010835784006032212	1	3	3	100	347359	BMP2KL	s51232
10154	2	O09	2.8	34	16	0.011007285397529284	1	3	3	100	10154	PLXNC1	s19775
10154	6	O09	1.62	35	141	0.011007285397529284	1	3	3	100	10154	PLXNC1	s19777
5594	3	D12	1.23	36	262	0.011911885121779181	1	3	3	100	5594	MAPK1	s11138
5594	1	C11	1.14	37	295	0.011911885121779181	1	3	3	100	5594	MAPK1	s11137
5594	5	D12	0.74	38	514	0.011911885121779181	1	3	3	100	5594	MAPK1	s11139
83694	2	P15	3.06	39	10	0.013244861582637556	1	1	3	33	83694	RPS6KL1	s38109
64799	2	L01	2.14	41	49	0.013609610758817685	1	3	3	100	64799	IQCH	s34971
64799	4	L01	1.59	42	152	0.013609610758817685	1	3	3	100	64799	IQCH	s34972
8649	4	E03	1.57	43	158	0.013732203695764994	1	3	3	100	8649	MAPKSP1	s225014
8649	2	E03	0.76	44	501	0.013732203695764994	1	3	3	100	8649	MAPKSP1	s16462
8649	6	E03	0.7	45	541	0.013732203695764994	1	3	3	100	8649	MAPKSP1	s16464
9748	2	M05	1.32	46	238	0.01396234813995502	1	3	3	100	9748	SLK	s18812
9748	6	M05	1.12	47	310	0.01396234813995502	1	3	3	100	9748	SLK	s18814
9748	4	M05	0.7	48	542	0.01396234813995502	1	3	3	100	9748	SLK	s18813
6794	5	N12	1.97	49	72	0.014126666314761635	1	2	3	67	6794	STK11	s13581
6794	1	M11	1.57	50	159	0.014126666314761635	1	2	3	67	6794	STK11	s13579
51347	6	B07	1.34	53	232	0.01615041465285788	1	3	3	100	51347	TAOK3	s27996
51347	4	B07	0.78	54	489	0.01615041465285788	1	3	3	100	51347	TAOK3	s27995
51347	2	B07	0.67	55	561	0.01615041465285788	1	3	3	100	51347	TAOK3	s27994
64781	2	J21	1.59	56	153	0.016848277654264488	1	3	3	100	64781	CERK	s224624
64781	4	J21	1.51	57	174	0.016848277654264488	1	3	3	100	64781	CERK	s34930
53834	4	E06	2.91	58	13	0.017195389542785287	1	2	3	67	53834	FGFRL1	s28781
51231	2	O22	1.67	59	128	0.018787699067927405	1	2	3	67	51231	VRK3	s27724
51231	4	O22	1.47	60	184	0.018787699067927405	1	2	3	67	51231	VRK3	s27725
260425	6	J10	1.05	62	348	0.019697502019651807	1	3	3	100	260425	MAGI3	s48979
260425	2	J10	0.89	63	415	0.019697502019651807	1	3	3	100	260425	MAGI3	s48977
260425	4	J10	0.62	64	610	0.019697502019651807	1	3	3	100	260425	MAGI3	s48978
91	5	M11	0.84	65	447	0.02139352446829233	1	3	3	100	91	ACVR1B	s979
91	3	M11	0.83	66	452	0.02139352446829233	1	3	3	100	91	ACVR1B	s978
91	1	N12	0.6	67	620	0.02139352446829233	1	3	3	100	91	ACVR1B	s977
9465	4	K11	2.78	69	17	0.022446338734127217	1	2	3	67	9465	AKAP7	s18135
2584	3	O08	0.69	70	550	0.022541233275422488	1	3	3	100	2584	GALK1	s5540
2584	1	P07	0.6	71	621	0.022541233275422488	1	3	3	100	2584	GALK1	s5539
2584	5	O08	0.58	72	634	0.022541233275422488	1	3	3	100	2584	GALK1	s5541
283629	4	J16	0.91	74	408	0.02307620972213213	1	3	3	100	283629	TSSK4	s49317
283629	2	J16	0.63	75	604	0.02307620972213213	1	3	3	100	283629	TSSK4	s49316
283629	6	J16	0.57	76	640	0.02307620972213213	1	3	3	100	283629	TSSK4	s49318
4217	1	E02	2.73	77	18	0.023756147123496357	1	2	3	67	4217	MAP3K5	s8676
51135	6	O20	1.24	78	257	0.025415581108625646	1	3	3	100	51135	IRAK4	s27529
