GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
51755	4	C20	3.18	1	41	1.1606535622078076e-4	1	3	3	100	51755	CRKRS	s28622	TRUE
51755	2	C20	2.38	2	99	1.1606535622078076e-4	1	3	3	100	51755	CRKRS	s28621	TRUE
51755	6	C20	2.31	3	111	1.1606535622078076e-4	1	3	3	100	51755	CRKRS	s28623	TRUE
7272	1	F18	7.14	4	1	2.3419756164955993e-4	1	3	3	100	7272	TTK	s120	TRUE
7272	3	E17	2.55	5	78	2.3419756164955993e-4	1	3	3	100	7272	TTK	s224757	TRUE
7272	5	E17	2.07	6	140	2.3419756164955993e-4	1	3	3	100	7272	TTK	s224756	TRUE
5754	1	G19	2.69	7	63	7.512970708424661e-4	1	3	3	100	5754	PTK7	s11490	TRUE
5754	5	H20	2.61	8	74	7.512970708424661e-4	1	3	3	100	5754	PTK7	s224470	TRUE
5754	3	H20	1.6	9	205	7.512970708424661e-4	1	3	3	100	5754	PTK7	s11491	TRUE
6790	5	G01	3.06	10	44	0.0010610497442360442	1	3	3	100	6790	AURKA	s197	TRUE
6790	3	G01	2.09	11	137	0.0010610497442360442	1	3	3	100	6790	AURKA	s196	TRUE
6790	1	H02	1.45	12	230	0.0010610497442360442	1	3	3	100	6790	AURKA	s195	TRUE
5347	3	I05	6.9	13	2	0.0013122765736006154	1	3	3	100	5347	PLK1	s449	TRUE
5347	5	I05	3.02	14	47	0.0013122765736006154	1	3	3	100	5347	PLK1	s450	TRUE
983	1	J08	5.11	15	5	0.00136261612500706	1	3	3	100	983	CDC2	s463	TRUE
983	5	I07	1.94	16	153	0.00136261612500706	1	3	3	100	983	CDC2	s465	TRUE
983	3	I07	1.35	17	249	0.00136261612500706	1	3	3	100	983	CDC2	s464	TRUE
8295	4	A13	3.02	18	48	0.0014242684054962661	1	2	3	67	8295	TRRAP	s15797	TRUE
8295	6	A13	2.92	19	50	0.0014242684054962661	1	2	3	67	8295	TRRAP	s224897	TRUE
2185	3	M02	3.66	20	26	0.001481957044782794	1	2	3	67	2185	PTK2B	s223513	TRUE
2185	1	N01	2.9	21	51	0.001481957044782794	1	2	3	67	2185	PTK2B	s223514	TRUE
4833	1	G16	4.26	27	12	0.0036409615648093363	1	2	3	67	4833	NME4	s9594	TRUE
4833	5	H15	2.52	28	80	0.0036409615648093363	1	2	3	67	4833	NME4	s9596	TRUE
118788	2	D04	4.43	29	9	0.004001346288016261	1	3	3	100	118788	PIK3AP1	s42242	TRUE
118788	4	D04	1.52	30	217	0.004001346288016261	1	3	3	100	118788	PIK3AP1	s42243	TRUE
118788	6	D04	1.02	31	359	0.004001346288016261	1	3	3	100	118788	PIK3AP1	s42244	TRUE
57787	2	J03	2.34	32	105	0.006361536863443409	1	2	3	67	57787	MARK4	s33717	TRUE
57787	4	J03	2.33	33	106	0.006361536863443409	1	2	3	67	57787	MARK4	s33718	TRUE
23654	6	I22	3.55	40	30	0.007092706485770722	1	2	3	67	23654	PLXNB2	s24288	TRUE
23654	2	I22	2.3	41	112	0.007092706485770722	1	2	3	67	23654	PLXNB2	s24286	TRUE
5362	5	P13	3.49	42	35	0.007344946856126664	1	2	3	67	5362	PLXNA2	s10701	TRUE
5362	3	P13	2.3	43	113	0.007344946856126664	1	2	3	67	5362	PLXNA2	s10700	TRUE
984	1	D05	2.55	44	79	0.0075305211360918705	1	3	3	100	984	CDK11B	s2732	TRUE
984	3	C06	2.13	45	133	0.0075305211360918705	1	3	3	100	984	CDK11B	s2733	TRUE
984	5	C06	0.83	46	443	0.0075305211360918705	1	3	3	100	984	CDK11B	s2734	TRUE
5288	3	N11	4.04	53	16	0.011633219430232775	1	2	3	67	5288	PIK3C2G	s10515	TRUE
5288	5	N11	2	54	144	0.011633219430232775	1	2	3	67	5288	PIK3C2G	s10516	TRUE
51727	2	C18	2.28	61	116	0.013101710036732779	1	3	3	100	51727	CMPK1	s28582	TRUE
51727	4	C18	1.94	62	154	0.013101710036732779	1	3	3	100	51727	CMPK1	s28583	TRUE
5313	5	P07	3.03	75	45	0.015915940290390337	1	2	3	67	5313	PKLR	s10570	TRUE
5313	1	O08	1.82	76	169	0.015915940290390337	1	2	3	67	5313	PKLR	s10568	TRUE
6793	3	N10	2.48	77	86	0.017612124424196754	1	3	3	100	6793	STK10	s13577	TRUE
6793	1	M09	1.76	78	176	0.017612124424196754	1	3	3	100	6793	STK10	s13576	TRUE
