plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
5	95	5.27	D23	pos	pos	627.291922413	51.2877361236	339.2898292683	-576.0041862894	3.88	0.664	12.547	-2.002	NA	NA	NA
5	149	4.8	G05	sample	sample	298.759623426	150.895920826	224.827772126	-147.8637026	1.85	1.95	3.921	5.669	27113	BBC3	s25840
2	241	4.5	K01	sample	sample	317.605828052	213.829258248	265.71754315	-103.776569804	2.57	2.68	4.573	4.426	2067	ERCC1	s4785
2	314	3.79	N02	sample	sample	251.378721124	179.083360351	215.2310407375	-72.295360773	2.03	2.24	3.83	3.743	10309	CCNO	s223105
5	349	3.45	O13	sample	sample	354.38385208	144.894288913	249.6390704965	-209.489563167	2.19	1.88	3.922	2.985	55294	FBXW7	s224356
1	102	3.37	E06	sample	sample	402.288171104	292.816054416	347.55211276	-109.472116688	1.99	2.52	2.254	4.479	5890	RAD51L1	s11741
1	53	3.35	C05	sample	sample	413.806297326	314.086630645	363.9464639855	-99.719666681	2.05	2.71	2.493	4.216	581	BAX	s1889
3	220	3.28	J04	sample	sample	197.288754045	98.7494742059	148.01911412545	-98.5392798391	1.94	1.5	4.114	2.451	9768	KIAA0101	s18861
2	141	3.17	F21	sample	sample	205.798054829	171.254686643	188.526370736	-34.543368186	1.67	2.15	2.207	4.138	4968	OGG1	s9836
1	193	3.17	I01	sample	sample	337.222830535	316.201205882	326.7120182085	-21.021624653	1.67	2.73	2.063	4.273	1407	CRY1	s340
2	334	3.09	N22	sample	sample	216.528912851	142.058500407	179.293706629	-74.470412444	1.75	1.78	2.782	3.391	10600	USP16	s20809
6	29	3.09	B05	sample	sample	374.679785427	127.189863465	250.934824446	-247.489921962	2.02	1.23	4.342	1.832	55775	TDP1	s31479
2	17	3.07	A17	sample	sample	174.088238397	112.769559735	143.428899066	-61.318678662	1.41	1.41	2.503	3.631	545	ATR	s535
3	23	2.9	A23	neg	neg	169.835030729	104.187315074	137.0111729015	-65.647715655	1.67	1.58	3.383	2.422	NA	NA	NA
5	311	2.88	M23	neg	neg	254.434413329	115.6431531	185.0387832145	-138.791260229	1.57	1.5	3.413	2.352	NA	NA	NA
6	329	2.87	N17	sample	sample	264.341281591	159.859846116	212.1005638535	-104.481435475	1.43	1.55	2.112	3.636	91801	ALKBH8	s40783
6	111	2.87	E15	sample	sample	237.556901219	125.906780248	181.7318407335	-111.650120971	1.28	1.22	3.36	2.377	26058	GIGYF2	s25033
1	97	2.84	E01	sample	sample	378.702392063	264.762229623	321.732310843	-113.94016244	1.87	2.28	2.472	3.202	666	BOK	s194313
2	324	2.72	N12	sample	sample	184.38807854	155.569295128	169.978686834	-28.818783412	1.49	1.95	1.849	3.6	10459	MAD2L2	s20468
3	324	2.72	N12	sample	sample	194.176378556	113.443832177	153.8101053665	-80.732546379	1.91	1.72	3.149	2.297	10459	MAD2L2	s20466
3	64	2.71	C16	sample	sample	229.89591706	107.534115638	168.715016349	-122.361801422	2.26	1.63	3.42	1.992	5883	RAD9A	s11721
2	7	2.69	A07	sample	sample	207.579841156	98.840816284	153.21032872	-108.739024872	1.68	1.24	3.01	2.369	322	APBB1	s1429
1	50	2.68	C02	sample	sample	426.062402882	290.710520187	358.3864615345	-135.351882695	2.11	2.51	2.318	3.046	5716	PSMD10	s11412
6	58	2.59	C10	sample	sample	259.044041365	157.797698493	208.420869929	-101.246342872	1.4	1.53	1.952	3.225	197370	NSMCE1	s47105
2	23	2.56	A23	neg	neg	197.743028744	104.823447169	151.2832379565	-92.919581575	1.6	1.31	2.626	2.496	NA	NA	NA
3	238	2.56	J22	sample	sample	132.84989541	96.0163200364	114.4331077232	-36.8335753736	1.31	1.46	2.581	2.536	9984	THOC1	s19396
2	16	2.51	A16	sample	sample	230.108467962	111.167819879	170.6381439205	-118.940648083	1.86	1.39	2.834	2.193	5711	PSMD5	s11399
3	3	2.48	A03	sample	sample	210.370089823	95.7197066646	153.0448982438	-114.6503831584	2.07	1.45	3.816	1.148	142	PARP1	s1099
5	23	2.48	A23	neg	neg	231.79054354	109.756512023	170.7735277815	-122.034031517	1.43	1.42	2.186	2.771	NA	NA	NA
2	315	2.47	N03	sample	sample	209.075761013	136.650836072	172.8632985425	-72.424924941	1.69	1.71	2.806	2.129	5663	PSEN1	s112
5	41	2.45	B17	sample	sample	248.440968316	75.8566172358	162.1487927759	-172.5843510802	1.54	0.982	3.921	0.973	56897	WRNIP1	s32339
4	303	2.44	M15	sample	sample	448.394027749	102.071193858	275.2326108035	-346.322833891	2	1.39	3.396	1.494	54929	TMEM161A	s29778
3	19	2.43	A19	sample	sample	143.052424865	91.3539533226	117.2031890938	-51.6984715424	1.41	1.39	2.916	1.942	546	ATRX	s1824
2	340	2.43	O04	sample	sample	213.420022533	136.156244272	174.7881334025	-77.263778261	1.73	1.71	2.336	2.521	7374	UNG	s14678
6	213	2.42	I21	sample	sample	264.43269658	138.279442109	201.3560693445	-126.153254471	1.43	1.34	1.928	2.92	51246	SHISA5	s27750
6	263	2.42	K23	neg	neg	233.940690398	171.866726951	202.9037086745	-62.073963447	1.26	1.66	1.479	3.367	NA	NA	NA
2	245	2.4	K05	sample	sample	231.640951251	159.35440716	195.4976792055	-72.286544091	1.87	2	2.268	2.526	2071	ERCC3	s4796
3	268	2.39	L04	sample	sample	181.60890419	107.532748216	144.570826203	-74.076155974	1.79	1.63	2.566	2.208	10017	BCL2L10	s19471
4	12	2.33	A12	sample	sample	208.451381617	81.3523350474	144.9018583322	-127.0990465696	0.928	1.11	2.148	2.517	144715	RAD9B	s44687
3	13	2.33	A13	sample	sample	112.629768922	106.903022889	109.7663959055	-5.726746033	1.11	1.62	1.742	2.92	331	XIAP	s1454
3	97	2.33	E01	sample	sample	180.295145341	106.869970518	143.5825579295	-73.425174823	1.77	1.62	2.59	2.066	666	BOK	s194315
5	63	2.31	C15	sample	sample	263.622178826	118.860161065	191.2411699455	-144.762017761	1.63	1.54	2.546	2.077	23514	KIAA0146	s23975
4	55	2.28	C07	sample	sample	499.813080006	105.492003486	302.652541746	-394.32107652	2.22	1.44	4.076	0.488	23409	SIRT4	s23764
3	299	2.28	M11	sample	sample	209.391351213	120.524348284	164.9578497485	-88.867002929	2.06	1.83	2.417	2.144	2308	FOXO1	s5257
6	107	2.28	E11	sample	sample	224.529076115	141.990576445	183.25982628	-82.53849967	1.21	1.37	1.576	2.978	25946	ZNF385A	s24806
5	263	2.27	K23	neg	neg	285.501010755	103.558638454	194.5298246045	-181.942372301	1.77	1.34	3.22	1.319	NA	NA	NA
1	247	2.26	K07	sample	sample	455.229465622	255.495613857	355.3625397395	-199.733851765	2.25	2.2	2.337	2.178	2072	ERCC4	s4799
3	71	2.24	C23	neg	neg	175.999084334	114.334008998	145.166546666	-61.665075336	1.73	1.74	2.063	2.414	NA	NA	NA
1	194	2.18	I02	sample	sample	418.835158642	269.457932791	344.1465457165	-149.377225851	2.07	2.32	1.876	2.481	6446	SGK1	s740
3	180	2.17	H12	sample	sample	196.007678033	83.2651827064	139.6364303697	-112.7424953266	1.93	1.26	3.491	0.848	9491	PSMF1	s18194
4	211	2.17	I19	sample	sample	334.661583227	97.0624754508	215.8620293389	-237.5991077762	1.49	1.32	2.599	1.738	51065	RPS27L	s27333
6	71	2.16	C23	neg	neg	280.950566712	164.722005455	222.8362860835	-116.228561257	1.52	1.59	1.705	2.608	NA	NA	NA
3	181	2.14	H13	sample	sample	166.130070771	87.234046203	126.682058487	-78.896024568	1.63	1.32	2.65	1.636	5379	PMS2L1	s226760
5	147	2.13	G03	sample	sample	226.876567045	97.8026301812	162.3395986131	-129.0739368638	1.4	1.27	2.101	2.161	27033	ZBTB32	s25720
5	167	2.12	G23	neg	neg	193.094545582	119.114779808	156.104662695	-73.979765774	1.2	1.54	0.971	3.264	NA	NA	NA
5	299	2.11	M11	sample	sample	216.281904332	105.599119196	160.940511764	-110.682785136	1.34	1.37	2.51	1.702	54840	APTX	s29559
6	49	2.09	C01	sample	sample	346.397970075	151.629343499	249.013656787	-194.768626576	1.87	1.47	2.724	1.458	23137	SMC5	s23117
2	55	2.08	C07	sample	sample	209.023912384	155.240475863	182.1321941235	-53.783436521	1.69	1.94	1.478	2.685	595	CCND1	s229
3	150	2.08	G06	sample	sample	147.881012587	100.350586979	124.115799783	-47.530425608	1.45	1.52	1.852	2.303	5985	RFC5	s11954
3	43	2.03	B19	sample	sample	159.611692753	93.2699067553	126.44079975415	-66.3417859977	1.57	1.42	2.68	1.385	4255	MGMT	s8750
4	381	1.98	P21	sample	sample	276.632268344	92.1859592351	184.40911378955	-184.4463091089	1.23	1.25	2.205	1.76	135458	HUS1B	s43935
5	215	1.98	I23	neg	neg	255.629789158	105.493059744	180.561424451	-150.136729414	1.58	1.37	2.483	1.468	NA	NA	NA
6	331	1.96	N19	sample	sample	258.748120125	188.281548594	223.5148343595	-70.466571531	1.4	1.82	0.647	3.278	92667	MGME1	s40987
1	150	1.96	G06	sample	sample	383.038604871	168.776190419	275.907397645	-214.262414452	1.9	1.46	2.612	1.305	5985	RFC5	s11953
2	66	1.96	C18	sample	sample	180.444987447	166.825898763	173.635443105	-13.619088684	1.46	2.09	0.991	2.92	5884	RAD17	s11724
6	301	1.96	M13	sample	sample	253.998143986	153.293378666	203.645761326	-100.70476532	1.37	1.48	1.282	2.628	54891	INO80D	s29689
4	217	1.95	J01	sample	sample	339.395791914	103.680133321	221.5379626175	-235.715658593	1.51	1.41	2.574	1.325	79913	ACTR5	s36629
6	233	1.93	J17	sample	sample	219.653827045	117.955405346	168.8046161955	-101.698421699	1.19	1.14	1.919	1.946	83666	PARP9	s38095
1	291	1.93	M03	sample	sample	410.000830604	270.796146539	340.3984885715	-139.204684065	2.03	2.33	2.139	1.712	2187	FANCB	s5014
4	5	1.92	A05	sample	sample	369.484230617	90.533936028	230.0090833225	-278.950294589	1.64	1.23	2.812	1.035	11232	POLG2	s22169
1	249	1.91	K09	sample	sample	345.118171603	241.712956065	293.415563834	-103.405215538	1.71	2.08	1.512	2.313	2073	ERCC5	s4804
5	158	1.9	G14	sample	sample	152.618593259	94.0271018086	123.3228475338	-58.5914914504	0.945	1.22	0.685	3.122	340533	KIAA2022	s50734
3	375	1.9	P15	sample	sample	181.846767004	79.4460648312	130.6464159176	-102.4007021728	1.79	1.21	2.898	0.894	5699	PSMB10	s194723
6	193	1.89	I01	sample	sample	249.979323445	147.94700278	198.9631631125	-102.032320665	1.35	1.43	0.991	2.792	28985	MCTS1	s26357
4	323	1.89	N11	sample	sample	357.773359745	103.17851149	230.4759356175	-254.594848255	1.59	1.4	2.189	1.59	91419	XRCC6BP1	s40653
2	179	1.88	H11	sample	sample	200.935633557	133.275967389	167.105800473	-67.659666168	1.63	1.67	1.545	2.207	5378	PMS1	s229951
4	56	1.86	C08	sample	sample	343.377440099	123.810050716	233.5937454075	-219.567389383	1.53	1.69	1.889	1.824	197350	NA	s47098
5	315	1.85	N03	sample	sample	231.792879632	119.45711267	175.624996151	-112.335766962	1.43	1.55	1.309	2.398	84930	MASTL	s39686
5	73	1.85	D01	sample	sample	210.982702089	150.366506202	180.6746041455	-60.616195887	1.31	1.95	0.212	3.491	57060	PCBP4	s32629
2	322	1.85	N10	sample	sample	175.451491151	102.596260734	139.0238759425	-72.855230417	1.42	1.29	1.991	1.706	10451	VAV3	s347
2	220	1.85	J04	sample	sample	164.998712572	97.616582863	131.3076477175	-67.382129709	1.34	1.22	1.973	1.719	9768	KIAA0101	s18863
6	99	1.83	E03	sample	sample	230.676040694	127.279512211	178.9777764525	-103.396528483	1.25	1.23	1.911	1.758	23645	PPP1R15A	s24270
5	71	1.83	C23	neg	neg	226.579341349	119.122486669	172.850914009	-107.45685468	1.4	1.54	1.558	2.108	NA	NA	NA
4	158	1.82	G14	sample	sample	313.675277039	89.8848987757	201.78008790735	-223.7903782633	1.4	1.22	1.879	1.762	340533	KIAA2022	s50736
3	297	1.82	M09	sample	sample	187.619322375	100.919908986	144.2696156805	-86.699413389	1.84	1.53	2.124	1.515	2237	FEN1	s5105
2	133	1.81	F13	sample	sample	168.066046062	128.444879779	148.2554629205	-39.621166283	1.36	1.61	1.71	1.914	4776	NFATC4	s9483
2	263	1.8	K23	neg	neg	193.982539767	144.16504658	169.0737931735	-49.817493187	1.57	1.81	1.562	2.045	NA	NA	NA
4	301	1.8	M13	sample	sample	208.656218713	141.010295706	174.8332572095	-67.645923007	0.929	1.92	-0.732	4.337	54891	INO80D	s29690
3	358	1.79	O22	sample	sample	196.730004927	87.4228677619	142.07643634445	-109.3071371651	1.93	1.33	2.869	0.719	7516	XRCC2	s14943
4	3	1.76	A03	sample	sample	311.823431919	111.777817647	211.800624783	-200.045614272	1.39	1.52	1.728	1.799	11219	TREX2	s195093
3	53	1.76	C05	sample	sample	137.514492922	126.497375361	132.0059341415	-11.017117561	1.35	1.92	0.584	2.939	581	BAX	s1890
4	299	1.74	M11	sample	sample	319.862158703	108.719572895	214.290865799	-211.142585808	1.42	1.48	1.214	2.273	54840	APTX	s29560
4	343	1.72	O07	sample	sample	309.254798649	102.368364981	205.811581815	-206.886433668	1.38	1.39	1.857	1.59	55183	RIF1	s30377
1	285	1.72	L21	sample	sample	294.453317305	201.427442463	247.940379884	-93.025874842	1.46	1.74	0.926	2.517	5594	MAPK1	s11137
3	228	1.71	J12	sample	sample	122.855355758	75.4794293668	99.1673925624	-47.3759263912	1.21	1.15	2.193	1.224	9891	NUAK1	s90
4	77	1.71	D05	sample	sample	276.321253161	104.802440307	190.561846734	-171.518812854	1.23	1.43	1.304	2.109	57599	WDR48	s33414
4	311	1.7	M23	neg	neg	343.802892596	103.882941027	223.8429168115	-239.919951569	1.53	1.41	1.525	1.876	NA	NA	NA
6	119	1.7	E23	neg	neg	254.902432294	113.907671572	184.405051933	-140.994760722	1.38	1.1	2.484	0.915	NA	NA	NA
2	193	1.69	I01	sample	sample	196.512811201	143.104373318	169.8085922595	-53.408437883	1.59	1.79	1.609	1.779	1407	CRY1	s341
6	15	1.67	A15	sample	sample	188.433105878	127.340445237	157.8867755575	-61.092660641	1.02	1.23	1.002	2.343	22944	KIN	s22725
5	118	1.67	E22	sample	sample	171.753357385	84.8061410977	128.27974924135	-86.9472162873	1.06	1.1	1.424	1.917	254528	C16orf73	s48550
2	285	1.67	L21	sample	sample	124.603148357	132.01925973	128.3112040435	7.41611137299999	1.01	1.65	0.509	2.823	5594	MAPK1	s11138
3	17	1.66	A17	sample	sample	106.017993252	80.8902086965	93.45410097425	-25.1277845555	1.04	1.23	1.691	1.638	545	ATR	s536
3	121	1.66	F01	sample	sample	183.56633793	93.6085682933	138.58745311165	-89.9577696367	1.8	1.42	2.061	1.268	4521	NUDT1	s194633
6	20	1.66	A20	sample	sample	274.739044244	133.382495632	204.060769938	-141.356548612	1.48	1.29	1.244	2.067	151636	DTX3L	s45593
5	369	1.66	P09	sample	sample	220.094248374	89.4325719749	154.76341017445	-130.6616763991	1.36	1.16	2.163	1.147	121642	ALKBH2	s42495
1	147	1.65	G03	sample	sample	386.571632066	231.108127586	308.839879826	-155.46350448	1.91	1.99	2.064	1.245	1054	CEBPG	s2902
4	61	1.65	C13	sample	sample	312.592304773	132.792753661	222.692529217	-179.799551112	1.39	1.81	0.919	2.378	23503	ZFYVE26	s23944
5	245	1.65	K05	sample	sample	209.625581345	110.851691582	160.2386364635	-98.773889763	1.3	1.44	1.182	2.109	51347	TAOK3	s27995
2	69	1.64	C21	sample	sample	198.35625543	148.305086478	173.330670954	-50.051168952	1.61	1.86	1.072	2.212	641	BLM	s1998
6	343	1.64	O07	sample	sample	308.473866377	145.585262242	227.0295643095	-162.888604135	1.67	1.41	2.292	0.989	55183	RIF1	s30378
2	366	1.63	P06	sample	sample	156.786088977	91.6837921641	124.23494057055	-65.1022968129	1.27	1.15	1.934	1.322	10721	POLQ	s21060
5	251	1.62	K11	sample	sample	208.61172925	113.512428891	161.0620790705	-95.099300359	1.29	1.47	1.252	1.989	51455	REV1	s28165
6	208	1.62	I16	sample	sample	200.320279093	116.405086976	158.3626830345	-83.915192117	1.08	1.13	0.547	2.693	100526739	NA	n455578
3	366	1.62	P06	sample	sample	121.940316331	98.5010195802	110.2206679556	-23.4392967508	1.2	1.5	1.039	2.198	10721	POLQ	s21059
1	284	1.62	L20	sample	sample	254.667713502	169.040657906	211.854185704	-85.627055596	1.26	1.46	0.92	2.313	10210	TOPORS	s19912
5	154	1.61	G10	sample	sample	238.49684687	89.9495525105	164.22319969025	-148.5472943595	1.48	1.16	1.826	1.392	286053	NSMCE2	s50085
