GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
10459	2	N12	2.72	1	19	3.368906623128573e-4	1	3	3	100	10459	MAD2L2	s20468	TRUE
10459	3	N12	2.72	2	20	3.368906623128573e-4	1	3	3	100	10459	MAD2L2	s20466	TRUE
5594	1	L21	1.72	7	93	0.001440169586199987	1	3	3	100	5594	MAPK1	s11137	TRUE
5594	2	L21	1.67	8	100	0.001440169586199987	1	3	3	100	5594	MAPK1	s11138	TRUE
5594	3	L21	1.3	9	206	0.001440169586199987	1	3	3	100	5594	MAPK1	s11139	TRUE
666	1	E01	2.84	10	18	0.0014427649497754666	1	2	3	67	666	BOK	s194313	TRUE
666	3	E01	2.33	11	39	0.0014427649497754666	1	2	3	67	666	BOK	s194315	TRUE
5716	1	C02	2.68	12	23	0.0020014305986959	1	3	3	100	5716	PSMD10	s11412	TRUE
5716	2	C02	1.54	13	138	0.0020014305986959	1	3	3	100	5716	PSMD10	s11411	TRUE
5716	3	C02	1.21	14	230	0.0020014305986959	1	3	3	100	5716	PSMD10	s11410	TRUE
5985	3	G06	2.08	22	58	0.0035169748429694026	1	3	3	100	5985	RFC5	s11954	TRUE
5985	1	G06	1.96	23	63	0.0035169748429694026	1	3	3	100	5985	RFC5	s11953	TRUE
55183	4	O07	1.72	24	94	0.004384011381939685	1	3	3	100	55183	RIF1	s30377	TRUE
55183	6	O07	1.64	25	110	0.004384011381939685	1	3	3	100	55183	RIF1	s30378	TRUE
55183	5	O07	1.01	26	301	0.004384011381939685	1	3	3	100	55183	RIF1	s30376	TRUE
9768	3	J04	3.28	42	8	0.005616507067264647	1	3	3	100	9768	KIAA0101	s18861	TRUE
9768	2	J04	1.85	43	78	0.005616507067264647	1	3	3	100	9768	KIAA0101	s18863	TRUE
10721	2	P06	1.63	44	112	0.005835130401782623	1	3	3	100	10721	POLQ	s21060	TRUE
10721	3	P06	1.62	45	113	0.005835130401782623	1	3	3	100	10721	POLQ	s21059	TRUE
10721	1	P06	0.93	46	329	0.005835130401782623	1	3	3	100	10721	POLQ	s21061	TRUE
340533	5	G14	1.9	47	72	0.0060361531963776865	1	3	3	100	340533	KIAA2022	s50734	TRUE
340533	4	G14	1.82	48	84	0.0060361531963776865	1	3	3	100	340533	KIAA2022	s50736	TRUE
54891	6	M13	1.96	50	64	0.006618395346246565	1	3	3	100	54891	INO80D	s29689	TRUE
54891	4	M13	1.8	51	87	0.006618395346246565	1	3	3	100	54891	INO80D	s29690	TRUE
581	1	C05	3.35	55	7	0.007072044245446484	1	2	3	67	581	BAX	s1889	TRUE
581	3	C05	1.76	56	90	0.007072044245446484	1	2	3	67	581	BAX	s1890	TRUE
54840	5	M11	2.11	60	56	0.007226482017485703	1	3	3	100	54840	APTX	s29559	TRUE
54840	4	M11	1.74	61	92	0.007226482017485703	1	3	3	100	54840	APTX	s29560	TRUE
1407	1	I01	3.17	67	9	0.008352446991004453	1	3	3	100	1407	CRY1	s340	TRUE
1407	2	I01	1.69	68	99	0.008352446991004453	1	3	3	100	1407	CRY1	s341	TRUE
545	2	A17	3.07	69	13	0.009030963100531381	1	3	3	100	545	ATR	s535	TRUE
545	3	A17	1.66	70	103	0.009030963100531381	1	3	3	100	545	ATR	s536	TRUE
51065	4	I19	2.17	90	50	0.014268459404573882	1	3	3	100	51065	RPS27L	s27333	TRUE
51065	6	I19	1.57	91	128	0.014268459404573882	1	3	3	100	51065	RPS27L	s27335	TRUE
546	3	A19	2.43	99	33	0.015497414717814288	1	3	3	100	546	ATRX	s1824	TRUE
546	2	A19	1.54	100	140	0.015497414717814288	1	3	3	100	546	ATRX	s1825	TRUE
546	1	A19	0.69	101	455	0.015497414717814288	1	3	3	100	546	ATRX	s1826	TRUE
10111	3	L14	1.57	102	129	0.01581035477271734	1	2	3	67	10111	RAD50	s793	TRUE
10111	1	L14	1.55	103	136	0.01581035477271734	1	2	3	67	10111	RAD50	s791	TRUE
5890	1	E06	3.37	105	6	0.016036720357360833	1	3	3	100	5890	RAD51L1	s11741	TRUE
5890	3	E06	1.54	106	141	0.016036720357360833	1	3	3	100	5890	RAD51L1	s11740	TRUE
666	2	E01	-1.46	881	881	0.0014427649497754666	0	2	3	67	666	BOK	s194314	TRUE
10111	2	L14	-0.45	881	881	0.01581035477271734	0	2	3	67	10111	RAD50	s792	TRUE
581	2	C05	-0.07	881	881	0.007072044245446484	0	2	3	67	581	BAX	s1888	TRUE
54840	6	M11	0.13	881	881	0.007226482017485703	0	3	3	100	54840	APTX	s29558	TRUE
545	1	A17	0.22	881	881	0.009030963100531381	0	3	3	100	545	ATR	s534	TRUE
5985	2	G06	0.26	881	881	0.0035169748429694026	0	3	3	100	5985	RFC5	s11955	TRUE
9768	1	J04	0.35	881	881	0.005616507067264647	0	3	3	100	9768	KIAA0101	s18862	TRUE
54891	5	M13	0.36	881	881	0.006618395346246565	0	3	3	100	54891	INO80D	s29691	TRUE
1407	3	I01	0.38	881	881	0.008352446991004453	0	3	3	100	1407	CRY1	s342	TRUE
51065	5	I19	0.43	881	881	0.014268459404573882	0	3	3	100	51065	RPS27L	s226710	TRUE
5890	2	E06	0.43	881	881	0.016036720357360833	0	3	3	100	5890	RAD51L1	s11742	TRUE
10459	1	N12	0.48	881	881	3.368906623128573e-4	0	3	3	100	10459	MAD2L2	s20467	TRUE
340533	6	G14	0.82	881	881	0.0060361531963776865	0	3	3	100	340533	KIAA2022	s50735	TRUE
