GeneID	GeneSymbol	median_z_score
1111	CHEK1	5.57
9088	PKMYT1	2.89
7465	WEE1	2.43
91584	PLXNA4	2.28
58496	LY6G5B	1.95
1606	DGKA	1.78
55450	CAMK2N1	1.63
11252	PACSIN2	1.55
7083	TK1	1.5
3717	JAK2	1.47
60385	TSKS	1.46
1195	CLK1	1.45
10733	PLK4	1.45
9467	SH3BP5	1.43
57396	CLK4	1.36
51231	VRK3	1.33
1263	PLK3	1.32
6790	AURKA	1.31
5600	MAPK11	1.3
4751	NEK2	1.28
8394	PIP5K1A	1.26
3656	IRAK2	1.25
54981	C9orf95	1.24
2046	EPHA8	1.21
4293	MAP3K9	1.21
4140	MARK3	1.19
5597	MAPK6	1.19
94	ACVRL1	1.15
2045	EPHA7	1.08
3791	KDR	1.06
472	ATM	1.05
5568	PRKACG	1.02
7867	MAPKAPK3	1.02
260425	MAGI3	1.02
4216	MAP3K4	1.01
8566	PDXK	1.01
5603	MAPK13	0.99
7046	TGFBR1	0.99
9175	MAP3K13	0.99
1760	DMPK	0.96
55577	NAGK	0.96
10295	BCKDK	0.95
114783	LMTK3	0.95
5595	MAPK3	0.93
1796	DOK1	0.92
64799	IQCH	0.92
5063	PAK3	0.91
5305	PIP4K2A	0.91
4233	MET	0.9
9833	MELK	0.89
23300	ATMIN	0.89
55558	PLXNA3	0.89
5260	PHKG1	0.86
8859	STK19	0.86
80271	ITPKC	0.86
5581	PRKCE	0.85
805	CALM2	0.84
347736	NME9	0.84
1841	DTYMK	0.82
6885	MAP3K7	0.82
89882	TPD52L3	0.82
5313	PKLR	0.81
9641	IKBKE	0.81
9863	MAGI2	0.81
5108	PCM1	0.8
64781	CERK	0.8
79646	PANK3	0.79
4914	NTRK1	0.78
10298	PAK4	0.78
5585	PKN1	0.77
6502	SKP2	0.76
914	CD2	0.75
55872	PBK	0.75
1454	CSNK1E	0.74
5159	PDGFRB	0.74
6794	STK11	0.74
8986	RPS6KA4	0.74
11011	TLK2	0.74
29993	PACSIN1	0.74
84930	MASTL	0.73
5058	PAK1	0.72
23552	CCRK	0.72
26993	AKAP8L	0.72
29763	PACSIN3	0.71
203	AK1	0.7
27148	STK36	0.7
55312	RFK	0.7
2868	GRK4	0.69
22853	LMTK2	0.69
85481	PSKH2	0.69
10645	CAMKK2	0.65
55750	AGK	0.65
81629	TSSK3	0.65
5128	PCTK2	0.64
5589	PRKCSH	0.64
6733	SRPK2	0.64
6787	NEK4	0.64
23729	SHPK	0.64
55561	CDC42BPG	0.64
91	ACVR1B	0.63
136371	ASB10	0.63
5170	PDPK1	0.62
2987	GUK1	0.61
4831	NME2	0.61
6041	RNASEL	0.61
8428	STK24	0.6
5297	PI4KA	0.59
6300	MAPK12	0.59
5566	PRKACA	0.58
9578	CDC42BPB	0.58
80216	ALPK1	0.58
23139	MAST2	0.57
9223	MAGI1	0.56
1147	CHUK	0.55
1609	DGKQ	0.55
7301	TYRO3	0.55
269	AMHR2	0.54
1459	CSNK2A2	0.54
5979	RET	0.54
8445	DYRK2	0.54
10270	AKAP8	0.54
90	ACVR1	0.53
207	AKT1	0.53
5213	PFKM	0.53
9060	PAPSS2	0.53
27231	ITGB1BP3	0.53
51135	IRAK4	0.53
4833	NME4	0.52
5891	MOK	0.52
6197	RPS6KA3	0.52
10783	NEK6	0.52
23235	SIK2	0.52
51347	TAOK3	0.52
282974	STK32C	0.52
1152	CKB	0.51
3055	HCK	0.51
2268	FGR	0.5
8573	CASK	0.5
27	ABL2	0.49
10201	NME6	0.49
91807	MYLK3	0.49
1196	CLK2	0.48
1633	DCK	0.48
204851	HIPK1	0.48
5579	PRKCB	0.47
8517	IKBKG	0.46
56924	PAK6	0.46
83983	TSSK6	0.46
8737	RIPK1	0.45
25989	ULK3	0.45
5290	PIK3CA	0.44
132158	GLYCTK	0.44
197258	FUK	0.44
1452	CSNK1A1	0.43
2322	FLT3	0.43
51530	ZC3HC1	0.43
54101	RIPK4	0.43
658	BMPR1B	0.41
2081	ERN1	0.4
8526	DGKE	0.4
11040	PIM2	0.4
5894	RAF1	0.39
9829	DNAJC6	0.39
23031	MAST3	0.39
79705	LRRK1	0.39
9465	AKAP7	0.38
23613	ZMYND8	0.38
26007	DAK	0.38
4058	LTK	0.37
6446	SGK1	0.36
808	CALM3	0.35
1956	EGFR	0.35
4593	MUSK	0.35
5604	MAP2K1	0.35
8527	DGKD	0.35
9020	MAP3K14	0.35
55224	ETNK2	0.35
55359	STYK1	0.35
80201	HKDC1	0.35
152110	NEK10	0.35
2584	GALK1	0.34
5681	PSKH1	0.34
80122	MAP3K19	0.34
81788	NUAK2	0.34
7084	TK2	0.33
9146	HGS	0.33
5261	PHKG2	0.32
8395	PIP5K1B	0.32
57118	CAMK1D	0.32
79906	MORN1	0.32
84446	BRSK1	0.32
131890	GRK7	0.32
2710	GK	0.31
4750	NEK1	0.31
9590	AKAP12	0.31
11329	STK38	0.31
117283	IP6K3	0.31
1025	CDK9	0.3
2712	GK2	0.3
2869	GRK5	0.29
6093	ROCK1	0.29
9748	SLK	0.29
79877	DCAKD	0.29
8621	CDC2L5	0.28
23118	MAP3K7IP2	0.28
4355	MPP2	0.27
5598	MAPK7	0.27
23178	PASK	0.27
56848	SPHK2	0.27
2264	FGFR4	0.26
120892	LRRK2	0.26
7010	TEK	0.25
8382	NME5	0.25
51701	NLK	0.25
122011	CSNK1A1L	0.25
130106	CIB4	0.25
2872	MKNK2	0.23
9475	ROCK2	0.23
25778	DSTYK	0.23
57144	PAK7	0.23
79810	PTCD2	0.23
114790	STK11IP	0.23
5756	TWF1	0.22
10020	GNE	0.22
11284	PNKP	0.22
23129	PLXND1	0.22
55681	SCYL2	0.22
83440	ADPGK	0.22
699	BUB1	0.21
4067	LYN	0.21
4356	MPP3	0.21
5288	PIK3C2G	0.21
9263	STK17A	0.21
27102	EIF2AK1	0.21
225689	MAPK15	0.21
2049	EPHB3	0.2
2444	FRK	0.2
5347	PLK1	0.2
5362	PLXNA2	0.2
8999	CDKL2	0.2
64080	RBKS	0.2
65061	CDK15	0.2
6714	SRC	0.19
10654	PMVK	0.19
54963	UCKL1	0.19
83549	UCK1	0.19
167359	NIM1	0.19
388228	SBK1	0.19
2646	GCKR	0.18
5601	MAPK9	0.18
5616	PRKY	0.18
56990	CDC42SE2	0.18
80342	TRAF3IP3	0.18
114836	SLAMF6	0.17
8814	CDKL1	0.16
53834	FGFRL1	0.16
1119	CHKA	0.15
3101	HK3	0.15
8558	CDK10	0.15
54861	SNRK	0.15
79934	ADCK4	0.15
1021	CDK6	0.14
1159	CKMT1B	0.14
4354	MPP1	0.14
8631	SKAP1	0.14
51314	TXNDC3	0.14
6098	ROS1	0.13
9942	XYLB	0.13
80852	GRIP2	0.13
4921	DDR2	0.12
1445	CSK	0.11
2066	ERBB4	0.11
6725	SRMS	0.11
9212	AURKB	0.11
9891	NUAK1	0.11
127933	UHMK1	0.11
818	CAMK2G	0.1
2324	FLT4	0.1
7297	TYK2	0.1
197259	MLKL	0.1
253430	IPMK	0.1
1018	CDK3	0.09
3795	KHK	0.09
5163	PDK1	0.09
6792	CDKL5	0.09
51776	ZAK	0.09
91156	IGFN1	0.09
4920	ROR2	0.08
5166	PDK4	0.08
5605	MAP2K2	0.08
5610	EIF2AK2	0.08
10154	PLXNC1	0.08
10221	TRIB1	0.08
53944	CSNK1G1	0.08
58538	MPP4	0.08
283629	TSSK4	0.08
157	ADRBK2	0.07
1160	CKMT2	0.07
3611	ILK	0.07
4246	SCGB2A1	0.07
10519	CIB1	0.07
54986	ULK4	0.07
55361	PI4K2A	0.07
160851	DGKH	0.07
1453	CSNK1D	0.06
4832	NME3	0.06
5596	MAPK4	0.06
23043	TNIK	0.06
29110	TBK1	0.06
57538	ALPK3	0.06
660	BMX	0.05
3643	INSR	0.05
5364	PLXNB1	0.05
5567	PRKACB	0.05
9113	LATS1	0.05
6011	GRK1	0.04
7016	TESK1	0.04
169436	C9orf96	0.04
2931	GSK3A	0.03
5590	PRKCZ	0.03
6850	SYK	0.03
149420	PDIK1L	0.03
5156	PDGFRA	0.02
5293	PIK3CD	0.02
8576	STK16	0.02
10769	PLK2	0.02
817	CAMK2D	0.01
1613	DAPK3	0.01
5582	PRKCG	0.01
5586	PKN2	0.01
8444	DYRK3	0.01
10922	FASTK	0.01
22848	AAK1	0.01
26289	AK5	0.01
29922	NME7	0.01
64089	SNX16	0.01
80025	PANK2	0.01
2645	GCK	0
3932	LCK	0
5599	MAPK8	0
6199	RPS6KB2	0
7272	TTK	-0
9064	MAP3K6	0
55500	ETNK1	-0
146057	TTBK2	-0
5129	PCTK3	-0.01
5287	PIK3C2B	-0.01
26524	LATS2	-0.01
55229	PANK4	-0.01
79837	PIP4K2C	-0.01
132	ADK	-0.02
695	BTK	-0.02
1455	CSNK1G2	-0.02
5636	PRPSAP2	-0.02
6102	RP2	-0.02
8649	MAPKSP1	-0.02
9943	OXSR1	-0.02
11213	IRAK3	-0.02
50808	AK3	-0.02
51765	MST4	-0.02
284086	NEK8	-0.02
4117	MAK	-0.03
5298	PI4KB	-0.03
51678	MPP6	-0.03
54998	AURKAIP1	-0.03
7075	TIE1	-0.04
8798	DYRK4	-0.04
9448	MAP4K4	-0.04
51265	CDKL3	-0.04
65267	WNK3	-0.04
5157	PDGFRL	-0.05
5592	PRKG1	-0.05
6196	RPS6KA2	-0.05
8503	PIK3R3	-0.05
9807	IP6K1	-0.05
26750	RPS6KC1	-0.05
51727	CMPK1	-0.05
84254	CAMKK1	-0.05
84451	KIAA1804	-0.05
90956	ADCK2	-0.05
1017	CDK2	-0.06
130399	ACVR1C	-0.06
221823	PRPS1L1	-0.06
2042	EPHA3	-0.07
3984	LIMK1	-0.07
10595	ERN2	-0.07
83931	STK40	-0.07
139189	DGKK	-0.07
1456	CSNK1G3	-0.08
4139	MARK1	-0.08
5365	PLXNB3	-0.08
23097	CDK19	-0.08
30811	HUNK	-0.08
203447	NRK	-0.08
6789	STK4	-0.09
9463	PICK1	-0.09
57787	MARK4	-0.09
5165	PDK3	-0.1
5584	PRKCI	-0.1
6195	RPS6KA1	-0.1
65266	WNK4	-0.1
8844	KSR1	-0.11
11113	CIT	-0.11
23548	TTC33	-0.11
344387	CDKL4	-0.11
4900	NRGN	-0.12
5871	MAP4K2	-0.12
138474	TAF1L	-0.12
374872	C19orf35	-0.12
2585	GALK2	-0.13
9261	MAPKAPK2	-0.13
9902	MRC2	-0.13
27330	RPS6KA6	-0.13
83694	RPS6KL1	-0.13
83942	TSSK1B	-0.13
283284	IGSF22	-0.13
801	CALM1	-0.14
1608	DGKG	-0.14
3098	HK1	-0.14
4830	NME1	-0.14
9162	DGKI	-0.14
11184	MAP4K1	-0.14
55589	BMP2K	-0.14
1326	MAP3K8	-0.15
2870	GRK6	-0.15
5631	PRPS1	-0.15
84284	NTPCR	-0.15
3645	INSRR	-0.16
6732	SRPK1	-0.16
659	BMPR2	-0.17
55620	STAP2	-0.17
5607	MAP2K5	-0.18
51086	TNNI3K	-0.18
283455	KSR2	-0.18
558	AXL	-0.19
5580	PRKCD	-0.19
5211	PFKL	-0.2
11200	CHEK2	-0.2
91754	NEK9	-0.2
2048	EPHB2	-0.21
2932	GSK3B	-0.21
4296	MAP3K11	-0.21
10746	MAP3K2	-0.21
7535	ZAP70	-0.23
65975	STK33	-0.23
143098	MPP7	-0.23
347359	BMP2KL	-0.23
