GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID
1111	3	I13	6.17	1	14	1.1579288495528643e-5	1	3	3	100	1111	CHEK1	s503
1111	5	I13	5.57	2	22	1.1579288495528643e-5	1	3	3	100	1111	CHEK1	s504
1111	1	J14	4.17	3	52	1.1579288495528643e-5	1	3	3	100	1111	CHEK1	s502
7465	5	E01	4.39	5	44	5.092633954298169e-4	1	3	3	100	7465	WEE1	s23
7465	3	E01	2.43	6	101	5.092633954298169e-4	1	3	3	100	7465	WEE1	s22
7465	1	F02	1.66	7	180	5.092633954298169e-4	1	3	3	100	7465	WEE1	s21
60385	4	J09	2	10	134	0.0016808799070938683	1	3	3	100	60385	TSKS	s34053
60385	6	J09	1.46	11	218	0.0016808799070938683	1	3	3	100	60385	TSKS	s34054
60385	2	J09	1.27	12	269	0.0016808799070938683	1	3	3	100	60385	TSKS	s34052
58496	2	J05	2.75	16	90	0.0026777308986295234	1	3	3	100	58496	LY6G5B	s33861
58496	4	J05	1.95	17	137	0.0026777308986295234	1	3	3	100	58496	LY6G5B	s33862
58496	6	J05	1.11	18	314	0.0026777308986295234	1	3	3	100	58496	LY6G5B	s33863
94	5	M17	2.26	19	112	0.0029154243502592025	1	3	3	100	94	ACVRL1	s988
94	1	N18	1.15	20	309	0.0029154243502592025	1	3	3	100	94	ACVRL1	s986
94	3	M17	1.08	21	323	0.0029154243502592025	1	3	3	100	94	ACVRL1	s987
9088	2	L18	3.35	25	70	0.0042073344748503275	1	3	3	100	9088	PKMYT1	s225077
9088	4	L18	2.89	26	86	0.0042073344748503275	1	3	3	100	9088	PKMYT1	s194985
2045	3	K08	1.9	27	142	0.004281326652286467	1	3	3	100	2045	EPHA7	s4732
2045	1	L07	1.08	28	324	0.004281326652286467	1	3	3	100	2045	EPHA7	s4731
2045	5	K08	0.96	29	364	0.004281326652286467	1	3	3	100	2045	EPHA7	s4733
260425	6	J10	1.34	31	253	0.0048295902440585875	1	3	3	100	260425	MAGI3	s48979
260425	2	J10	1.02	32	346	0.0048295902440585875	1	3	3	100	260425	MAGI3	s48977
260425	4	J10	0.92	33	380	0.0048295902440585875	1	3	3	100	260425	MAGI3	s48978
2046	3	K10	1.8	35	155	0.005179994708474734	1	3	3	100	2046	EPHA8	s223498
2046	1	L09	1.21	36	284	0.005179994708474734	1	3	3	100	2046	EPHA8	s4734
2046	5	K10	0.91	37	389	0.005179994708474734	1	3	3	100	2046	EPHA8	s223497
6790	5	G01	1.68	38	172	0.00530045546135793	1	3	3	100	6790	AURKA	s197
6790	1	H02	1.31	39	262	0.00530045546135793	1	3	3	100	6790	AURKA	s195
6790	3	G01	0.9	40	394	0.00530045546135793	1	3	3	100	6790	AURKA	s196
91584	2	P04	2.68	42	91	0.006728190116051891	1	2	3	67	91584	PLXNA4	s40696
91584	4	P04	2.28	43	109	0.006728190116051891	1	2	3	67	91584	PLXNA4	s40697
5603	1	E07	2.12	44	122	0.0068464790974050475	1	3	3	100	5603	MAPK13	s11164
5603	5	F08	0.99	45	356	0.0068464790974050475	1	3	3	100	5603	MAPK13	s11166
5603	3	F08	0.85	46	424	0.0068464790974050475	1	3	3	100	5603	MAPK13	s11165
79646	4	L21	1.62	52	185	0.009900852289862058	1	3	3	100	79646	PANK3	s35999
79646	2	L21	0.79	53	459	0.009900852289862058	1	3	3	100	79646	PANK3	s35998
79646	6	L21	0.74	54	484	0.009900852289862058	1	3	3	100	79646	PANK3	s36000
1195	5	A13	2.09	58	125	0.011447952118604646	1	3	3	100	1195	CLK1	s3164
1195	1	B14	1.45	59	222	0.011447952118604646	1	3	3	100	1195	CLK1	s3162
1195	3	A13	0.7	60	510	0.011447952118604646	1	3	3	100	1195	CLK1	s3163
22853	2	G06	1.8	64	156	0.012708491802467584	1	3	3	100	22853	LMTK2	s22505
22853	6	G06	0.69	65	517	0.012708491802467584	1	3	3	100	22853	LMTK2	s22507
22853	4	G06	0.68	66	526	0.012708491802467584	1	3	3	100	22853	LMTK2	s22506
4293	3	F07	1.25	68	275	0.013000630439863627	1	3	3	100	4293	MAP3K9	s8806
4293	5	F07	1.21	69	285	0.013000630439863627	1	3	3	100	4293	MAP3K9	s8807
4293	1	E08	0.67	70	529	0.013000630439863627	1	3	3	100	4293	MAP3K9	s8805
472	3	O11	1.89	71	144	0.01322264836419876	1	3	3	100	472	ATM	s1709
472	1	P12	1.05	72	330	0.01322264836419876	1	3	3	100	472	ATM	s1708
472	5	O11	0.65	73	534	0.01322264836419876	1	3	3	100	472	ATM	s1710
1606	5	G20	3.34	77	71	0.014488969833063881	1	2	3	67	1606	DGKA	s3913
1606	3	G20	1.78	78	161	0.014488969833063881	1	2	3	67	1606	DGKA	s3912
8986	2	G09	1.26	80	271	0.014847940875167916	1	3	3	100	8986	RPS6KA4	s17138
8986	6	G09	0.74	81	485	0.014847940875167916	1	3	3	100	8986	RPS6KA4	s17140
8986	4	G09	0.64	82	545	0.014847940875167916	1	3	3	100	8986	RPS6KA4	s17139
23300	2	I08	1.35	86	251	0.01634274895143452	1	3	3	100	23300	ATMIN	s23500
23300	4	I08	0.89	87	399	0.01634274895143452	1	3	3	100	23300	ATMIN	s23501
23300	6	I08	0.61	88	572	0.01634274895143452	1	3	3	100	23300	ATMIN	s23502
202374	4	H16	6.38	91	13	0.017202974293767652	1	1	3	33	202374	STK32A	s47444
55450	6	F03	1.69	96	169	0.01880389476022707	1	2	3	67	55450	CAMK2N1	s30878
55450	4	F03	1.63	97	184	0.01880389476022707	1	2	3	67	55450	CAMK2N1	s30877
6787	1	M01	1.4	98	238	0.01905138816715181	1	3	3	100	6787	NEK4	s13564
6787	5	N02	0.64	99	546	0.01905138816715181	1	3	3	100	6787	NEK4	s13566
6787	3	N02	0.58	100	595	0.01905138816715181	1	3	3	100	6787	NEK4	s13565
118788	4	D04	6.08	102	15	0.01983194433698765	1	1	3	33	118788	PIK3AP1	s42243
8394	3	G06	1.68	103	173	0.01991869207000838	1	3	3	100	8394	PIP5K1A	s15931
8394	5	G06	1.26	104	272	0.01991869207000838	1	3	3	100	8394	PIP5K1A	s15932
8394	1	H05	0.56	105	612	0.01991869207000838	1	3	3	100	8394	PIP5K1A	s15930
11252	6	C12	2.95	109	84	0.02168725653219692	1	2	3	67	11252	PACSIN2	s22216
11252	2	C12	1.55	110	196	0.02168725653219692	1	2	3	67	11252	PACSIN2	s22214
7083	3	P12	2.26	116	113	0.024535666143250544	1	2	3	67	7083	TK1	s14159
7083	1	O11	1.5	117	211	0.024535666143250544	1	2	3	67	7083	TK1	s14158
8859	4	G03	5.86	119	19	0.025075811134332965	1	3	3	100	8859	STK19	s225048
51347	4	B07	0.71	120	504	0.025219805612196663	1	3	3	100	51347	TAOK3	s27995
51347	6	B07	0.52	121	646	0.025219805612196663	1	3	3	100	51347	TAOK3	s27996
51347	2	B07	0.5	122	657	0.025219805612196663	1	3	3	100	51347	TAOK3	s27994
914	5	C04	0.9	125	395	0.025796456799022455	1	3	3	100	914	CD2	s2565
914	3	C04	0.75	126	480	0.025796456799022455	1	3	3	100	914	CD2	s225090
914	1	D03	0.49	127	665	0.025796456799022455	1	3	3	100	914	CD2	s225091
3717	1	F15	1.68	128	174	0.025905198892788438	1	2	3	67	3717	JAK2	s7649
3717	5	E16	1.47	129	216	0.025905198892788438	1	2	3	67	3717	JAK2	s7651
55558	6	F07	1.39	131	239	0.026975995954186135	1	3	3	100	55558	PLXNA3	s30979
55558	2	F07	0.89	132	400	0.026975995954186135	1	3	3	100	55558	PLXNA3	s30977
55558	4	F07	0.48	133	676	0.026975995954186135	1	3	3	100	55558	PLXNA3	s224372
10733	4	A18	1.54	135	200	0.027309079689231925	1	3	3	100	10733	PLK4	s21084
10733	2	A18	1.45	136	223	0.027309079689231925	1	3	3	100	10733	PLK4	s21083
9467	6	K13	2.21	140	116	0.02850505514666275	1	2	3	67	9467	SH3BP5	s18142
9467	4	K13	1.43	141	228	0.02850505514666275	1	2	3	67	9467	SH3BP5	s18141
10295	4	O21	1.34	144	254	0.029441855214531014	1	3	3	100	10295	BCKDK	s20126
10295	2	O21	0.95	145	371	0.029441855214531014	1	3	3	100	10295	BCKDK	s20125
10295	6	O21	0.46	146	692	0.029441855214531014	1	3	3	100	10295	BCKDK	s20127
5579	1	A05	1.1	149	319	0.030729223219123594	1	3	3	100	5579	PRKCB	s11095
5579	3	B06	0.47	150	685	0.030729223219123594	1	3	3	100	5579	PRKCB	s11096
5579	5	B06	0.44	151	704	0.030729223219123594	1	3	3	100	5579	PRKCB	s11097
91	5	M11	1.46	152	219	0.03205358207293718	1	3	3	100	91	ACVR1B	s979
91	3	M11	0.63	153	557	0.03205358207293718	1	3	3	100	91	ACVR1B	s978
91	1	N12	0.43	154	713	0.03205358207293718	1	3	3	100	91	ACVR1B	s977
57396	4	H15	2.14	159	121	0.03404553144424296	1	2	3	67	57396	CLK4	s32987
57396	2	H15	1.36	160	246	0.03404553144424296	1	2	3	67	57396	CLK4	s32986
4831	1	G14	1.18	161	300	0.034110624335928146	1	3	3	100	4831	NME2	s9591
4831	5	H13	0.61	162	573	0.034110624335928146	1	3	3	100	4831	NME2	s224122
4831	3	H13	0.41	163	730	0.034110624335928146	1	3	3	100	4831	NME2	s9592
1633	3	E21	1.54	165	201	0.034391369163024425	1	3	3	100	1633	DCK	s187
1633	1	F22	0.48	166	677	0.034391369163024425	1	3	3	100	1633	DCK	s186
1633	5	E21	0.41	167	731	0.034391369163024425	1	3	3	100	1633	DCK	s188
64799	4	L01	1.07	169	326	0.03524283773392623	1	3	3	100	64799	IQCH	s34972
64799	2	L01	0.92	170	381	0.03524283773392623	1	3	3	100	64799	IQCH	s34971
64799	6	L01	0.4	171	739	0.03524283773392623	1	3	3	100	64799	IQCH	s34973
