GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
55183	4	O07	7.39	1	3	1.184524425288496e-7	1	3	3	100	55183	RIF1	s30377	TRUE
55183	6	O07	7.21	2	4	1.184524425288496e-7	1	3	3	100	55183	RIF1	s30378	TRUE
55183	5	O07	6.11	3	10	1.184524425288496e-7	1	3	3	100	55183	RIF1	s30376	TRUE
5424	2	J01	6.82	4	6	6.712305076634783e-7	1	3	3	100	5424	POLD1	s615	TRUE
5424	1	J01	6.63	5	7	6.712305076634783e-7	1	3	3	100	5424	POLD1	s614	TRUE
5424	3	J01	4.99	6	17	6.712305076634783e-7	1	3	3	100	5424	POLD1	s616	TRUE
6117	1	G10	7.72	7	2	8.054766091961744e-7	1	3	3	100	6117	RPA1	s12127	TRUE
6117	2	G10	7.02	8	5	8.054766091961744e-7	1	3	3	100	6117	RPA1	s12128	TRUE
6117	3	G10	4.96	9	18	8.054766091961744e-7	1	3	3	100	6117	RPA1	s12129	TRUE
5981	1	E20	4.12	10	26	3.606876875003453e-6	1	3	3	100	5981	RFC1	s224528	TRUE
5981	3	E20	4.09	11	27	3.606876875003453e-6	1	3	3	100	5981	RFC1	s224529	TRUE
5981	2	E20	3.82	12	29	3.606876875003453e-6	1	3	3	100	5981	RFC1	s11942	TRUE
7158	3	K22	2.8	14	50	6.612805024910557e-4	1	3	3	100	7158	TP53BP1	s14315	TRUE
7158	1	K22	2.62	15	62	6.612805024910557e-4	1	3	3	100	7158	TP53BP1	s14314	TRUE
7158	2	K22	1.54	16	160	6.612805024910557e-4	1	3	3	100	7158	TP53BP1	s14313	TRUE
5425	1	J03	2.76	17	54	8.968824106809372e-4	1	3	3	100	5425	POLD2	s10779	TRUE
5425	2	J03	1.67	18	140	8.968824106809372e-4	1	3	3	100	5425	POLD2	s10780	TRUE
5425	3	J03	1.42	19	177	8.968824106809372e-4	1	3	3	100	5425	POLD2	s10778	TRUE
8914	2	F06	3.37	20	32	0.0010248307906858467	1	3	3	100	8914	TIMELESS	s17055	TRUE
8914	3	F06	1.58	21	153	0.0010248307906858467	1	3	3	100	8914	TIMELESS	s17053	TRUE
8914	1	F06	1.38	22	182	0.0010248307906858467	1	3	3	100	8914	TIMELESS	s17054	TRUE
5700	3	P17	5.74	23	13	0.0011283927740851365	1	3	3	100	5700	PSMC1	s11369	TRUE
5700	1	P17	2.33	24	75	0.0011283927740851365	1	3	3	100	5700	PSMC1	s11368	TRUE
5700	2	P17	1.35	25	188	0.0011283927740851365	1	3	3	100	5700	PSMC1	s11370	TRUE
9861	2	J08	2.97	26	42	0.0016771049591299606	1	2	3	67	9861	PSMD6	s19094	TRUE
9861	3	J08	2.94	27	44	0.0016771049591299606	1	2	3	67	9861	PSMD6	s19093	TRUE
10714	2	P04	6.33	31	8	0.0020543167623630777	1	3	3	100	10714	POLD3	s21045	TRUE
10714	3	P04	2.08	32	92	0.0020543167623630777	1	3	3	100	10714	POLD3	s21046	TRUE
10714	1	P04	1.14	33	233	0.0020543167623630777	1	3	3	100	10714	POLD3	s21044	TRUE
7023	1	K12	2.53	34	68	0.0025093399750934007	1	3	3	100	7023	TFAP4	s14013	TRUE
7023	2	K12	1.57	35	156	0.0025093399750934007	1	3	3	100	7023	TFAP4	s14012	TRUE
7023	3	K12	1.08	36	249	0.0025093399750934007	1	3	3	100	7023	TFAP4	s14014	TRUE
90381	6	N09	5.4	43	15	0.0034035019280109205	1	2	2	100	90381	TICRR	s40363	TRUE
90381	4	N09	1.95	44	104	0.0034035019280109205	1	2	2	100	90381	TICRR	s40362	TRUE
54962	6	M17	4.76	48	19	0.003771683706708598	1	3	3	100	54962	TIPIN	s29865	TRUE
54962	5	M17	2.57	49	66	0.003771683706708598	1	3	3	100	54962	TIPIN	s29864	TRUE
5965	1	E16	1.67	50	141	0.00426659775366788	1	3	3	100	5965	RECQL	s11903	TRUE
5965	3	E16	1.56	51	158	0.00426659775366788	1	3	3	100	5965	RECQL	s11902	TRUE
5965	2	E16	0.93	52	297	0.00426659775366788	1	3	3	100	5965	RECQL	s11904	TRUE
8517	3	D10	2.75	54	56	0.005256643010397761	1	2	3	67	8517	IKBKG	s16188	TRUE
8517	1	D10	2.24	55	78	0.005256643010397761	1	2	3	67	8517	IKBKG	s16187	TRUE
146956	4	A14	2.4	59	72	0.010000110555613033	1	3	3	100	146956	EME1	s44946	TRUE
146956	6	A14	1.94	60	108	0.010000110555613033	1	3	3	100	146956	EME1	s44947	TRUE
1111	2	G09	2.76	78	55	0.014174745781316257	1	3	3	100	1111	CHEK1	s503	TRUE
1111	1	G09	1.73	79	128	0.014174745781316257	1	3	3	100	1111	CHEK1	s502	TRUE
6233	2	G18	3	80	40	0.014390708274534862	1	2	3	67	6233	RPS27A	s226976	TRUE
6233	3	G18	1.71	81	130	0.014390708274534862	1	2	3	67	6233	RPS27A	s12341	TRUE
6119	1	G14	2.59	86	64	0.017814536641683747	1	3	3	100	6119	RPA3	s12135	TRUE
6119	3	G14	1.65	87	145	0.017814536641683747	1	3	3	100	6119	RPA3	s12133	TRUE
5439	2	L09	2.34	95	74	0.01903195136184774	1	2	3	67	5439	POLR2J	s10820	TRUE
5439	1	L09	1.61	96	149	0.01903195136184774	1	2	3	67	5439	POLR2J	s10821	TRUE
144455	6	A10	2	97	98	0.019279961163392523	1	2	3	67	144455	E2F7	s44664	TRUE
144455	5	A10	1.61	98	150	0.019279961163392523	1	2	3	67	144455	E2F7	s44665	TRUE
7319	2	M16	2.17	104	83	0.02210692149209015	1	2	3	67	7319	UBE2A	s14565	TRUE
7319	1	M16	1.53	105	161	0.02210692149209015	1	2	3	67	7319	UBE2A	s14567	TRUE
6233	1	G18	-1.21	877	877	0.014390708274534862	0	2	3	67	6233	RPS27A	s12339	TRUE
144455	4	A10	-0.46	877	877	0.019279961163392523	0	2	3	67	144455	E2F7	s44663	TRUE
7319	3	M16	-0.41	877	877	0.02210692149209015	0	2	3	67	7319	UBE2A	s14566	TRUE
5439	3	L09	-0.32	877	877	0.01903195136184774	0	2	3	67	5439	POLR2J	s10819	TRUE
8517	2	D10	-0.28	877	877	0.005256643010397761	0	2	3	67	8517	IKBKG	s16186	TRUE
9861	1	J08	-0.25	877	877	0.0016771049591299606	0	2	3	67	9861	PSMD6	s19092	TRUE
146956	5	A14	0.06	877	877	0.010000110555613033	0	3	3	100	146956	EME1	s44945	TRUE
6119	2	G14	0.27	877	877	0.017814536641683747	0	3	3	100	6119	RPA3	s12134	TRUE
54962	4	M17	0.52	877	877	0.003771683706708598	0	3	3	100	54962	TIPIN	s29863	TRUE
1111	3	G09	0.59	877	877	0.014174745781316257	0	3	3	100	1111	CHEK1	s504	TRUE
