GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
51514	4	K17	2.75	1	11	5.829825689069226e-6	1	3	3	100	51514	DTL	s226738	TRUE
51514	5	K17	2.5	2	22	5.829825689069226e-6	1	3	3	100	51514	DTL	s28246	TRUE
51514	6	K17	2.26	3	34	5.829825689069226e-6	1	3	3	100	51514	DTL	s226739	TRUE
6117	1	G10	3.02	4	7	4.88247901459548e-5	1	3	3	100	6117	RPA1	s12127	TRUE
6117	3	G10	2.6	5	17	4.88247901459548e-5	1	3	3	100	6117	RPA1	s12129	TRUE
6117	2	G10	1.71	6	68	4.88247901459548e-5	1	3	3	100	6117	RPA1	s12128	TRUE
10036	1	L06	2.65	7	14	6.0593555908648196e-5	1	3	3	100	10036	CHAF1A	s19501	TRUE
10036	2	L06	2.34	8	30	6.0593555908648196e-5	1	3	3	100	10036	CHAF1A	s19499	TRUE
10036	3	L06	1.67	9	73	6.0593555908648196e-5	1	3	3	100	10036	CHAF1A	s19500	TRUE
29086	4	I07	2.62	10	15	3.033126589372796e-4	1	2	3	67	29086	BABAM1	s26452	TRUE
29086	5	I07	2.54	11	19	3.033126589372796e-4	1	2	3	67	29086	BABAM1	s26450	TRUE
6118	3	G12	3.15	12	5	3.722164443124655e-4	1	3	3	100	6118	RPA2	s12131	TRUE
6118	1	G12	2.51	13	21	3.722164443124655e-4	1	3	3	100	6118	RPA2	s12132	TRUE
7517	1	B02	2.31	14	32	0.00111368278560731	1	3	3	100	7517	XRCC3	s14947	TRUE
7517	2	B02	1.84	15	59	0.00111368278560731	1	3	3	100	7517	XRCC3	s14946	TRUE
7517	3	B02	1.05	16	188	0.00111368278560731	1	3	3	100	7517	XRCC3	s14948	TRUE
9400	1	H08	2.95	17	9	0.0027915278572569965	1	2	3	67	9400	RECQL5	s17988	TRUE
9400	3	H08	1.86	18	57	0.0027915278572569965	1	2	3	67	9400	RECQL5	s17989	TRUE
90381	6	N09	2.54	19	20	0.0029904492257138084	1	2	3	67	90381	TICRR	s40363	TRUE
90381	4	N09	1.84	20	60	0.0029904492257138084	1	2	3	67	90381	TICRR	s40362	TRUE
8438	3	D02	2.2	22	38	0.003301364819089172	1	2	3	67	8438	RAD54L	s16014	TRUE
8438	2	D02	1.81	23	62	0.003301364819089172	1	2	3	67	8438	RAD54L	s16013	TRUE
57697	6	D15	4.56	24	1	0.0035169748429694026	1	3	3	100	57697	FANCM	s33621	TRUE
57697	4	D15	1.76	25	64	0.0035169748429694026	1	3	3	100	57697	FANCM	s33620	TRUE
5435	3	L01	2.75	26	12	0.00444574089653039	1	3	3	100	5435	POLR2F	s10808	TRUE
5435	2	L01	1.68	27	72	0.00444574089653039	1	3	3	100	5435	POLR2F	s10809	TRUE
5433	2	J19	2.01	29	47	0.005211521235105003	1	3	3	100	5433	POLR2D	s10802	TRUE
5433	3	J19	1.61	30	77	0.005211521235105003	1	3	3	100	5433	POLR2D	s10803	TRUE
5427	1	J07	2.18	31	40	0.005616507067264647	1	2	3	67	5427	POLE2	s10785	TRUE
5427	3	J07	1.6	32	79	0.005616507067264647	1	2	3	67	5427	POLE2	s10786	TRUE
29086	6	I07	-1.5	818	818	3.033126589372796e-4	0	2	3	67	29086	BABAM1	s26451	TRUE
9400	2	H08	-0.7	818	818	0.0027915278572569965	0	2	3	67	9400	RECQL5	s17990	TRUE
5427	2	J07	-0.57	818	818	0.005616507067264647	0	2	3	67	5427	POLE2	s10784	TRUE
90381	5	N09	-0.33	818	818	0.0029904492257138084	0	2	3	67	90381	TICRR	s40361	TRUE
8438	1	D02	-0.01	818	818	0.003301364819089172	0	2	3	67	8438	RAD54L	s16012	TRUE
5433	1	J19	0.36	818	818	0.005211521235105003	0	3	3	100	5433	POLR2D	s10804	TRUE
6118	2	G12	0.42	818	818	3.722164443124655e-4	0	3	3	100	6118	RPA2	s12130	TRUE
5435	1	L01	0.63	818	818	0.00444574089653039	0	3	3	100	5435	POLR2F	s224297	TRUE
57697	5	D15	0.69	818	818	0.0035169748429694026	0	3	3	100	57697	FANCM	s33619	TRUE
