plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
6	87	4.56	D15	sample	sample	70.1304347826	67.048951049	68.5896929158	-3.08148373360001	1.53	1.42	5.271	3.853	57697	FANCM	s33621
5	319	4.15	N07	sample	sample	68.2809917355	39.703125	53.99205836775	-28.5778667355	1.5	0.812	5.624	2.676	84944	MAEL	s39722
3	67	3.89	C19	sample	sample	67.0416666667	71.6688311688	69.35524891775	4.6271645021	1.38	1.46	3.778	3.993	604	BCL6	s1929
5	115	3.41	E19	sample	sample	60.2056737589	64.2777777778	62.24172576835	4.0721040189	1.32	1.32	4.003	2.825	26270	FBXO6	s25339
3	156	3.15	G12	sample	sample	64.1571428571	68.0396039604	66.09837340875	3.8824611033	1.32	1.39	2.914	3.39	6118	RPA2	s12131
2	378	3.12	P18	sample	sample	88.3666666667	31.8181818182	60.09242424245	-56.5484848485	1.81	0.655	7.085	-0.848	11144	DMC1	s21975
1	154	3.02	G10	sample	sample	64.6	67.8702702703	66.23513513515	3.2702702703	1.42	1.45	3.36	2.679	6117	RPA1	s12127
3	331	2.99	N19	sample	sample	57.6814159292	55.4347826087	56.55809926895	-2.2466333205	1.19	1.13	2	3.979	5689	PSMB1	s11346
1	176	2.95	H08	sample	sample	73.6813186813	57.956043956	65.81868131865	-15.7252747253	1.62	1.24	4.447	1.456	9400	RECQL5	s17988
1	31	2.94	B07	sample	sample	60.8320610687	55.9195402299	58.3758006493	-4.9125208388	1.34	1.2	4.252	1.623	4067	LYN	s8356
3	265	2.75	L01	sample	sample	64.6832298137	74.8416666667	69.7624482402	10.158436853	1.33	1.53	1.93	3.573	5435	POLR2F	s10808
4	257	2.75	K17	sample	sample	59.5479452055	65.3333333333	62.4406392694	5.7853881278	1.3	1.32	3.045	2.455	51514	DTL	s226738
2	13	2.69	A13	sample	sample	55.8791208791	63.5969387755	59.7380298273	7.7178178964	1.14	1.31	2.298	3.075	331	XIAP	s1456
1	270	2.65	L06	sample	sample	63.4259259259	59.8888888889	61.6574074074	-3.537037037	1.4	1.28	3.453	1.839	10036	CHAF1A	s19501
4	199	2.62	I07	sample	sample	58.9292929293	56.0059171598	57.46760504455	-2.9233757695	1.29	1.13	3.424	1.814	29086	BABAM1	s26452
6	281	2.61	L17	sample	sample	59.7630662021	66.7925311203	63.2777986612	7.0294649182	1.3	1.41	2.182	3.047	84464	SLX4	s39052
3	154	2.6	G10	sample	sample	65.4710144928	60.9274193548	63.1992169238	-4.54359513799999	1.35	1.24	3.137	2.054	6117	RPA1	s12129
4	313	2.58	N01	sample	sample	61.9346405229	41.1242937853	51.5294671541	-20.8103467376	1.35	0.833	3.377	1.791	84893	FBXO18	s39594
5	199	2.54	I07	sample	sample	48.44375	69.755186722	59.099468361	21.311436722	1.06	1.43	1.13	3.958	29086	BABAM1	s26450
6	321	2.54	N09	sample	sample	55.4206008584	40.7741935484	48.0973972034	-14.64640731	1.21	0.863	2.027	3.045	90381	TICRR	s40363
1	156	2.51	G12	sample	sample	64.1379310345	64.1694915254	64.15371127995	0.0315604909000058	1.41	1.37	3.152	1.869	6118	RPA2	s12132
5	257	2.5	K17	sample	sample	69.2797927461	59.2680412371	64.2739169916	-10.011751509	1.52	1.21	4.286	0.71	51514	DTL	s28246
5	45	2.47	B21	sample	sample	59.8362068966	61.2297297297	60.53296831315	1.3935228331	1.32	1.25	2.979	1.955	56949	XAB2	s32465
3	221	2.4	J05	sample	sample	68.8851674641	55.541322314	62.21324488905	-13.3438451501	1.42	1.13	4.653	0.154	5426	POLE	s10781
1	199	2.39	I07	sample	sample	60.1091954023	58.6759776536	59.39258652795	-1.4332177487	1.32	1.26	3.337	1.44	1642	DDB1	s3980
4	60	2.37	C12	sample	sample	61.197740113	65.1327433628	63.1652417379	3.9350032498	1.33	1.32	1.932	2.812	199990	C1orf86	s47165
3	178	2.37	H10	sample	sample	59.2214765101	70.6666666667	64.9440715884	11.4451901566	1.22	1.44	1.69	3.046	9401	RECQL4	s17991
6	66	2.37	C18	sample	sample	53.7530364372	44.5785953177	49.16581587745	-9.1744411195	1.17	0.943	4.343	0.393	200933	FBXO45	s47298
5	208	2.37	I16	sample	sample	62.9855769231	60.5676855895	61.7766312563	-2.4178913336	1.38	1.24	2.892	1.841	100526739	NA	n455579
2	270	2.34	L06	sample	sample	60.3614457831	71.5172413793	65.9393435812	11.1557955962	1.23	1.47	1.368	3.318	10036	CHAF1A	s19499
2	164	2.32	G20	sample	sample	62.2754237288	60.4672489083	61.37133631855	-1.8081748205	1.27	1.25	2.181	2.465	6419	SETMAR	s12707
1	26	2.31	B02	sample	sample	59.2784090909	60.7215909091	60	1.4431818182	1.3	1.3	2.094	2.526	7517	XRCC3	s14947
