GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
8295	4	A13	2.87	1	18	6.170198952079191e-4	1	3	3	100	8295	TRRAP	s15797	TRUE
8295	6	A13	2.58	2	33	6.170198952079191e-4	1	3	3	100	8295	TRRAP	s224897	TRUE
7272	1	F18	4.72	20	3	0.005793257981836757	1	3	3	100	7272	TTK	s120	TRUE
7272	3	E17	1.57	21	123	0.005793257981836757	1	3	3	100	7272	TTK	s224757	TRUE
7272	5	E17	0.8	22	404	0.005793257981836757	1	3	3	100	7272	TTK	s224756	TRUE
26576	4	K22	2.06	27	61	0.006968180652374223	1	2	3	67	26576	SRPK3	s25546	TRUE
26576	6	K22	1.63	28	111	0.006968180652374223	1	2	3	67	26576	SRPK3	s25547	TRUE
5754	5	H20	2.55	29	35	0.007128978904491643	1	3	3	100	5754	PTK7	s224470	TRUE
5754	1	G19	1.51	30	131	0.007128978904491643	1	3	3	100	5754	PTK7	s11490	TRUE
5754	3	H20	0.75	31	432	0.007128978904491643	1	3	3	100	5754	PTK7	s11491	TRUE
5600	1	E01	1.9	33	77	0.008127102247271015	1	2	3	67	5600	MAPK11	s11155	TRUE
5600	5	F02	1.6	34	118	0.008127102247271015	1	2	3	67	5600	MAPK11	s11157	TRUE
9024	6	G15	2.18	42	49	0.00980511380563597	1	2	3	67	9024	BRSK2	s17199	TRUE
9024	4	G15	1.51	43	132	0.00980511380563597	1	2	3	67	9024	BRSK2	s17198	TRUE
26576	2	K22	-1.49	1035	1035	0.006968180652374223	0	2	3	67	26576	SRPK3	s25545	TRUE
9024	2	G15	-0.28	1035	1035	0.00980511380563597	0	2	3	67	9024	BRSK2	s17197	TRUE
5600	3	F02	-0.25	1035	1035	0.008127102247271015	0	2	3	67	5600	MAPK11	s11156	TRUE
8295	2	A13	0.58	1035	1035	6.170198952079191e-4	0	3	3	100	8295	TRRAP	s224898	TRUE
