plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
1	138	7.14	F18	sample	sample	460.57239012	416.651674718	438.612032419	-43.920715402	1.71	1.45	9.112	5.17	7272	TTK	s120
6	286	6.9	L22	sample	sample	268.926432826	394.449332217	331.6878825215	125.522899391	1.01	1.43	-0.187	13.997	284656	EPHA10	s200589
3	197	6.9	I05	sample	sample	436.010734649	422.68484375	429.3477891995	-13.325890899	1.59	1.43	8.311	5.498	5347	PLK1	s449
2	191	5.9	H23	pos2	pos2	300.735014368	534.899670139	417.8173422535	234.164655771	1.09	1.83	1.036	10.764	NA	NA	NA
1	224	5.11	J08	sample	sample	375.079220183	402.94465019	389.0119351865	27.865430007	1.4	1.4	5.528	4.687	983	CDC2	s463
4	7	4.78	A07	sample	sample	338.728862007	438.04391129	388.3863866485	99.315049283	1.24	1.48	3.202	6.356	7535	ZAP70	s14974
4	59	4.72	C11	sample	sample	385.199818583	404.172917514	394.6863680485	18.973098931	1.41	1.37	4.452	4.995	8566	PDXK	s16311
4	245	4.68	K05	sample	sample	417.834311366	379.036150794	398.43523108	-38.798160572	1.52	1.28	6.639	2.724	9448	MAP4K4	s18096
2	76	4.43	D04	sample	sample	385.146801242	378.809659091	381.9782301665	-6.33714215099997	1.4	1.3	5.016	3.839	118788	PIK3AP1	s42242
1	321	4.42	N09	sample	sample	344.163569851	399.513183333	371.838376592	55.349613482	1.28	1.39	3.657	5.186	2261	FGFR3	s5167
4	203	4.36	I11	sample	sample	381.341829436	414.608388343	397.9751088895	33.266558907	1.39	1.4	3.831	4.886	9201	DCLK1	s17585
4	205	4.26	I13	sample	sample	431.327860863	377.337260982	404.3325609225	-53.990599881	1.57	1.28	5.542	2.978	9212	AURKB	s17612
1	160	4.26	G16	sample	sample	355.976874489	392.668529504	374.3227019965	36.691655015	1.33	1.37	3.962	4.549	4833	NME4	s9594
3	161	4.23	G17	sample	sample	382.053755043	359.249493056	370.6516240495	-22.804261987	1.39	1.22	5.608	2.847	657	BMPR1A	s281
1	314	4.2	N02	sample	sample	376.451134409	365.755442538	371.1032884735	-10.695691871	1.4	1.27	4.914	3.489	5591	PRKDC	s773
3	323	4.04	N11	sample	sample	380.463427288	351.157572976	365.810500132	-29.305854312	1.39	1.19	5.576	2.512	5288	PIK3C2G	s10515
4	176	4.03	H08	sample	sample	429.695268889	398.405150236	414.0502095625	-31.290118653	1.57	1.35	5.032	3.035	160851	DGKH	s46228
1	373	4.01	P13	sample	sample	327.528520062	376.831781099	352.1801505805	49.303261037	1.22	1.31	3.695	4.323	2646	GCKR	s5651
1	337	4	O01	sample	sample	344.297261905	345.323691688	344.8104767965	1.02642978299997	1.28	1.2	4.215	3.777	7010	TEK	s224719
5	140	3.92	F20	sample	sample	367.051034634	395.294618634	381.172826634	28.243584	1.35	1.35	4.021	3.809	5609	MAP2K7	s11184
3	136	3.84	F16	sample	sample	336.011342247	393.9108768	364.9611095235	57.899534553	1.22	1.33	3.447	4.224	5607	MAP2K5	s11177
2	233	3.82	J17	sample	sample	349.341290618	368.148538647	358.7449146325	18.807248029	1.27	1.26	3.822	3.826	64398	MPP5	s34686
3	51	3.7	C03	sample	sample	333.102595113	373.188889183	353.145742148	40.08629407	1.21	1.26	3.058	4.333	1436	CSF1R	s3595
