GeneID	GeneSymbol	median_z_score
51514	DTL	6.91
6117	RPA1	5.42
57697	FANCM	4.07
5692	PSMB4	4.01
5683	PSMA2	3.87
5684	PSMA3	3.39
5686	PSMA5	3.33
10036	CHAF1A	3.19
5435	POLR2F	3.19
90381	TICRR	3.08
6118	RPA2	2.91
8914	TIMELESS	2.88
7311	UBA52	2.78
1642	DDB1	2.74
5693	PSMB5	2.74
5687	PSMA6	2.63
55159	RFWD3	2.59
7291	TWIST1	2.48
29086	BABAM1	2.39
5695	PSMB7	2.39
5701	PSMC2	2.3
5691	PSMB3	2.14
5434	POLR2E	2.11
5688	PSMA7	2.1
5708	PSMD2	2.05
5704	PSMC4	2.03
6839	SUV39H1	2
983	CDC2	1.93
5682	PSMA1	1.83
7517	XRCC3	1.83
5438	POLR2I	1.79
6996	TDG	1.79
79915	ATAD5	1.75
9400	RECQL5	1.75
112399	EGLN3	1.72
5433	POLR2D	1.72
5689	PSMB1	1.71
25988	HINFP	1.67
84464	SLX4	1.67
7919	BAT1	1.65
5888	RAD51	1.63
5719	PSMD13	1.6
144455	E2F7	1.58
2138	EYA1	1.57
5685	PSMA4	1.57
7398	USP1	1.57
54617	INO80	1.55
8812	CCNK	1.55
5690	PSMB2	1.48
91801	ALKBH8	1.48
5432	POLR2C	1.45
5707	PSMD1	1.4
5713	PSMD7	1.4
80233	C17orf70	1.39
5439	POLR2J	1.38
836	CASP3	1.36
22909	MTMR15	1.31
51270	TFDP3	1.3
126074	C19orf39	1.28
136647	C7orf11	1.28
5889	RAD51C	1.28
5694	PSMB6	1.26
1396	CRIP1	1.25
261726	TIPRL	1.25
5718	PSMD12	1.23
27301	APEX2	1.22
5705	PSMC5	1.2
200933	FBXO45	1.18
83932	C1orf124	1.16
29089	UBE2T	1.13
7319	UBE2A	1.13
2187	FANCB	1.1
5981	RFC1	1.06
580	BARD1	1.05
9401	RECQL4	1.04
140733	MACROD2	1.03
143	PARP4	1.02
5714	PSMD8	1.02
56949	XAB2	0.99
6847	SYCP1	0.99
5426	POLE	0.98
8626	TP63	0.98
204851	HIPK1	0.96
328	APEX1	0.96
7153	TOP2A	0.95
5531	PPP4C	0.92
148581	UBE2U	0.91
151987	PPP4R2	0.91
57805	KIAA1967	0.91
7316	UBC	0.9
54780	NSMCE4A	0.83
27113	BBC3	0.82
7507	XPA	0.81
100507436	MICA	0.76
221120	ALKBH3	0.75
56776	FMN2	0.75
5932	RBBP8	0.75
11200	CHEK2	0.73
6047	RNF4	0.73
9861	PSMD6	0.73
245711	SPDYA	0.7
79791	FBXO31	0.69
201254	STRA13	0.67
10213	PSMD14	0.66
5425	POLD2	0.66
1655	DDX5	0.65
51347	TAOK3	0.65
121642	ALKBH2	0.64
286257	C9orf142	0.64
54962	TIPIN	0.64
55611	OTUB1	0.64
4913	NTHL1	0.63
5436	POLR2G	0.63
5965	RECQL	0.63
8517	IKBKG	0.62
55137	FIGN	0.61
598	BCL2L1	0.61
6880	TAF9	0.61
9557	CHD1L	0.61
9031	BAZ1B	0.6
64393	ZMAT3	0.59
