GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID
55294	6	O13	2.84	1	2	4.255460997636083e-5	1	3	3	100	55294	FBXW7	s224357
55294	5	O13	2.35	2	14	4.255460997636083e-5	1	3	3	100	55294	FBXW7	s224356
55294	4	O13	1.62	3	64	4.255460997636083e-5	1	3	3	100	55294	FBXW7	s30665
10432	1	N08	2.73	4	3	3.368906623128573e-4	1	3	3	100	10432	RBM14	s20408
10432	3	N08	2.21	5	20	3.368906623128573e-4	1	3	3	100	10432	RBM14	s20407
10038	1	L08	1.59	6	72	3.4049923088777593e-4	1	3	3	100	10038	PARP2	s19502
10038	2	L08	1.52	7	86	3.4049923088777593e-4	1	3	3	100	10038	PARP2	s19504
10038	3	L08	1.34	8	129	3.4049923088777593e-4	1	3	3	100	10038	PARP2	s19503
546	3	A19	2.41	9	10	4.6489644892924964e-4	1	3	3	100	546	ATRX	s1824
546	2	A19	2.28	10	18	4.6489644892924964e-4	1	3	3	100	546	ATRX	s1825
546	1	A19	1.29	11	142	4.6489644892924964e-4	1	3	3	100	546	ATRX	s1826
545	2	A17	2.64	13	5	6.207653730301655e-4	1	2	3	67	545	ATR	s535
545	3	A17	2.06	14	27	6.207653730301655e-4	1	2	3	67	545	ATR	s536
5594	2	L21	1.61	15	67	0.0013784556593784989	1	3	3	100	5594	MAPK1	s11138
5594	1	L21	1.21	16	166	0.0013784556593784989	1	3	3	100	5594	MAPK1	s11137
5594	3	L21	1.13	17	204	0.0013784556593784989	1	3	3	100	5594	MAPK1	s11139
5711	2	A16	1.52	18	87	0.001440169586199987	1	3	3	100	5711	PSMD5	s11399
5711	1	A16	1.18	19	180	0.001440169586199987	1	3	3	100	5711	PSMD5	s11400
5711	3	A16	1.12	20	208	0.001440169586199987	1	3	3	100	5711	PSMD5	s11398
10887	1	P08	1.73	21	52	0.0015690687468399188	1	3	3	100	10887	PROKR1	s21385
10887	3	P08	1.43	22	112	0.0015690687468399188	1	3	3	100	10887	PROKR1	s21386
10887	2	P08	1.11	23	212	0.0015690687468399188	1	3	3	100	10887	PROKR1	s21384
8924	3	F08	1.43	24	113	0.0018494888182033784	1	3	3	100	8924	HERC2	s17062
8924	2	F08	1.16	25	188	0.0018494888182033784	1	3	3	100	8924	HERC2	s17064
8924	1	F08	1.07	26	225	0.0018494888182033784	1	3	3	100	8924	HERC2	s17063
51246	6	I21	1.87	27	40	0.0021342286501125143	1	3	3	100	51246	SHISA5	s27750
51246	5	I21	1.27	28	147	0.0021342286501125143	1	3	3	100	51246	SHISA5	s27751
51246	4	I21	1.04	29	237	0.0021342286501125143	1	3	3	100	51246	SHISA5	s27749
472	3	A15	1.64	30	61	0.0024171905020947504	1	3	3	100	472	ATM	s1708
472	2	A15	1.5	31	91	0.0024171905020947504	1	3	3	100	472	ATM	s1709
472	1	A15	1.01	32	247	0.0024171905020947504	1	3	3	100	472	ATM	s1710
10459	3	N12	1.74	33	51	0.0025067081380306033	1	3	3	100	10459	MAD2L2	s20466
10459	2	N12	1.71	34	55	0.0025067081380306033	1	3	3	100	10459	MAD2L2	s20468
10459	1	N12	1	35	249	0.0025067081380306033	1	3	3	100	10459	MAD2L2	s20467
200933	6	C18	1.58	36	74	0.003838425819867758	1	3	3	100	200933	FBXO45	s47298
200933	5	C18	1.31	37	135	0.003838425819867758	1	3	3	100	200933	FBXO45	s223481
200933	4	C18	0.92	38	287	0.003838425819867758	1	3	3	100	200933	FBXO45	s47297
10721	2	P06	1.48	39	97	0.0040842332496735185	1	3	3	100	10721	POLQ	s21060
10721	3	P06	0.91	40	291	0.0040842332496735185	1	3	3	100	10721	POLQ	s21059
10721	1	P06	0.91	41	292	0.0040842332496735185	1	3	3	100	10721	POLQ	s21061
10600	2	N22	1.6	43	68	0.004744170686758846	1	3	3	100	10600	USP16	s20809
10600	1	N22	1.25	44	155	0.004744170686758846	1	3	3	100	10600	USP16	s20808
10600	3	N22	0.88	45	308	0.004744170686758846	1	3	3	100	10600	USP16	s20810
9891	3	J12	2.13	46	23	0.004978990687734174	1	3	3	100	9891	NUAK1	s90
9891	1	J12	1.4	47	120	0.004978990687734174	1	3	3	100	9891	NUAK1	s88
9891	2	J12	0.87	48	313	0.004978990687734174	1	3	3	100	9891	NUAK1	s89
5890	1	E06	1.94	49	33	0.005894645478908219	1	3	3	100	5890	RAD51L1	s11741
5890	3	E06	1.53	50	82	0.005894645478908219	1	3	3	100	5890	RAD51L1	s11740
9984	3	J22	2.65	51	4	0.006532370344851812	1	3	3	100	9984	THOC1	s19396
5425	3	J03	1.44	52	105	0.006843005358381409	1	3	3	100	5425	POLD2	s10778
5425	2	J03	0.88	53	309	0.006843005358381409	1	3	3	100	5425	POLD2	s10780
5425	1	J03	0.8	54	344	0.006843005358381409	1	3	3	100	5425	POLD2	s10779
27429	5	G19	1.05	55	235	0.006961668225820295	1	3	3	100	27429	HTRA2	s654
27429	6	G19	0.94	56	281	0.006961668225820295	1	3	3	100	27429	HTRA2	s653
27429	4	G19	0.8	57	345	0.006961668225820295	1	3	3	100	27429	HTRA2	s223756
389643	6	I04	1.14	58	199	0.0076389032155642885	1	3	3	100	389643	C8orf80	s52516
389643	4	I04	0.97	59	260	0.0076389032155642885	1	3	3	100	389643	C8orf80	s52514
389643	5	I04	0.77	60	362	0.0076389032155642885	1	3	3	100	389643	C8orf80	s52515
2071	1	K05	1.18	61	181	0.008158092838929723	1	3	3	100	2071	ERCC3	s4798
2071	3	K05	0.91	62	293	0.008158092838929723	1	3	3	100	2071	ERCC3	s4797
2071	2	K05	0.75	63	365	0.008158092838929723	1	3	3	100	2071	ERCC3	s4796
10017	3	L04	1.49	64	95	0.008352446991004453	1	3	3	100	10017	BCL2L10	s19471
10017	2	L04	1.47	65	99	0.008352446991004453	1	3	3	100	10017	BCL2L10	s19472
143	2	A05	1.51	66	89	0.008909647389618015	1	3	3	100	143	PARP4	s1101
143	1	A05	0.93	67	284	0.008909647389618015	1	3	3	100	143	PARP4	s1100
143	3	A05	0.73	68	379	0.008909647389618015	1	3	3	100	143	PARP4	s1102
666	1	E01	1.48	69	98	0.009030963100531381	1	2	3	67	666	BOK	s194313
666	3	E01	1.45	70	103	0.009030963100531381	1	2	3	67	666	BOK	s194315
340533	5	G14	1.7	71	56	0.009411150740329803	1	3	3	100	340533	KIAA2022	s50734
340533	4	G14	1.44	72	106	0.009411150740329803	1	3	3	100	340533	KIAA2022	s50736
340533	6	G14	0.72	73	384	0.009411150740329803	1	3	3	100	340533	KIAA2022	s50735
9768	3	J04	2.56	74	6	0.009787860359120448	1	3	3	100	9768	KIAA0101	s18861
