plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
3	23	2.96	A23	neg	neg	0.576470588235	0.37984496124	0.4781577747375	-0.196625626995	1.71	1.51	3.751	2.167	NA	NA	NA
6	349	2.84	O13	sample	sample	0.60101010101	0.485401459854	0.543205780432	-0.115608641156	1.41	1.37	3.171	2.502	55294	FBXW7	s224357
1	320	2.73	N08	sample	sample	0.472727272727	0.540540540541	0.506633906634	0.067813267814	1.14	1.56	2.882	2.58	10432	RBM14	s20408
3	238	2.65	J22	sample	sample	0.417808219178	0.392405063291	0.4051066412345	-0.025403155887	1.24	1.56	2.52	2.79	9984	THOC1	s19396
2	17	2.64	A17	sample	sample	0.411609498681	0.354054054054	0.3828317763675	-0.057555444627	1.1	1.14	2.355	2.924	545	ATR	s535
3	220	2.56	J04	sample	sample	0.491596638655	0.375706214689	0.433651426672	-0.115890423966	1.46	1.49	2.957	2.159	9768	KIAA0101	s18861
5	369	2.55	P09	sample	sample	0.51953125	0.36546184739	0.442496548695	-0.15406940261	1.26	1.19	3.214	1.89	121642	ALKBH2	s42495
6	263	2.46	K23	neg	neg	0.511936339523	0.498812351544	0.5053743455335	-0.013123987979	1.2	1.41	2.215	2.713	NA	NA	NA
6	208	2.46	I16	sample	sample	0.558823529412	0.438848920863	0.4988362251375	-0.119974608549	1.31	1.24	1.92	3.005	100526739	NA	n455578
3	19	2.41	A19	sample	sample	0.485436893204	0.318611987382	0.402024440293	-0.166824905822	1.44	1.27	3.069	1.75	546	ATRX	s1824
6	111	2.39	E15	sample	sample	0.501683501684	0.431924882629	0.4668041921565	-0.069758619055	1.18	1.22	2.8	1.979	26058	GIGYF2	s25033
3	3	2.37	A03	sample	sample	0.6	0.375	0.4875	-0.225	1.78	1.49	3.168	1.566	142	PARP1	s1099
6	211	2.36	I19	sample	sample	0.597902097902	0.451063829787	0.5244829638445	-0.146838268115	1.4	1.27	2.563	2.156	51065	RPS27L	s27335
5	349	2.35	O13	sample	sample	0.632075471698	0.513157894737	0.5726166832175	-0.118917576961	1.53	1.68	2.265	2.432	55294	FBXW7	s224356
5	118	2.33	E22	sample	sample	0.483870967742	0.351145038168	0.417508002955	-0.132725929574	1.17	1.15	1.719	2.95	254528	C16orf73	s48550
6	20	2.31	A20	sample	sample	0.529085872576	0.49014084507	0.509613358823	-0.038945027506	1.24	1.38	1.258	3.366	151636	DTX3L	s45593
2	141	2.29	F21	sample	sample	0.562814070352	0.577181208054	0.569997639203	0.0143671377019999	1.5	1.86	1.419	3.157	4968	OGG1	s9836
2	19	2.28	A19	sample	sample	0.418103448276	0.328063241107	0.3730833446915	-0.090040207169	1.12	1.06	2.115	2.439	546	ATRX	s1825
4	12	2.28	A12	sample	sample	0.447368421053	0.3	0.3736842105265	-0.147368421053	1.02	1.04	2.132	2.421	144715	RAD9B	s44687
3	320	2.21	N08	sample	sample	0.504545454545	0.385093167702	0.4448193111235	-0.119452286843	1.49	1.53	2.695	1.727	10432	RBM14	s20407
6	29	2.14	B05	sample	sample	0.634146341463	0.41935483871	0.5267505900865	-0.214791502753	1.49	1.18	3.298	0.99	55775	TDP1	s31479
2	23	2.14	A23	neg	neg	0.47	0.35223880597	0.411119402985	-0.11776119403	1.26	1.14	2.036	2.235	NA	NA	NA
3	228	2.13	J12	sample	sample	0.471186440678	0.307692307692	0.389439374185	-0.163494132986	1.4	1.22	2.886	1.383	9891	NUAK1	s90
6	259	2.12	K19	sample	sample	0.488	0.490028490028	0.489014245014	0.00202849002799999	1.15	1.38	1.668	2.568	51548	SIRT6	s195228
3	13	2.11	A13	sample	sample	0.342307692308	0.374233128834	0.358270410571	0.031925436526	1.01	1.49	1.888	2.339	331	XIAP	s1454
6	291	2.08	M03	sample	sample	0.507853403141	0.45	0.4789267015705	-0.057853403141	1.19	1.27	1.934	2.23	51776	ZAK	s28651
3	17	2.06	A17	sample	sample	0.397932816537	0.288056206089	0.342994511313	-0.109876610448	1.18	1.14	2.375	1.739	545	ATR	s536
3	181	2.02	H13	sample	sample	0.52	0.380769230769	0.4503846153845	-0.139230769231	1.54	1.51	2.428	1.616	5379	PMS2L1	s226760
6	329	2	N17	sample	sample	0.490990990991	0.498054474708	0.4945227328495	0.007063483717	1.15	1.41	0.943	3.066	91801	ALKBH8	s40783
6	301	2	M13	sample	sample	0.48	0.465789473684	0.472894736842	-0.014210526316	1.13	1.31	1.744	2.252	54891	INO80D	s29689
1	9	1.97	A09	sample	sample	0.59940652819	0.367213114754	0.483309821472	-0.232193413436	1.44	1.06	2.52	1.423	324	APC	s1435
1	222	1.96	J06	sample	sample	0.530864197531	0.481152993348	0.5060085954395	-0.049711204183	1.28	1.38	1.454	2.471	9774	BCLAF1	s18874
2	7	1.94	A07	sample	sample	0.47	0.31338028169	0.391690140845	-0.15661971831	1.26	1.01	2.066	1.82	322	APBB1	s1429
1	102	1.94	E06	sample	sample	0.555984555985	0.525423728814	0.5407041423995	-0.0305608271709999	1.34	1.51	1.32	2.559	5890	RAD51L1	s11741
