GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
64799	4	L01	2.68	7	7	0.0012579754740033495	1	2	3	67	64799	IQCH	s34972	TRUE
64799	2	L01	1.94	8	46	0.0012579754740033495	1	2	3	67	64799	IQCH	s34971	TRUE
7175	5	P14	2.16	10	35	0.001540772770953885	1	3	3	100	7175	TPR	s14355	TRUE
7175	1	O13	1.89	11	52	0.001540772770953885	1	3	3	100	7175	TPR	s14353	TRUE
4750	1	G08	1.63	24	107	0.008599720545242993	1	3	3	100	4750	NEK1	s224107	TRUE
4750	3	H07	1.56	25	126	0.008599720545242993	1	3	3	100	4750	NEK1	s224106	TRUE
4750	5	H07	0.83	26	452	0.008599720545242993	1	3	3	100	4750	NEK1	s224108	TRUE
8444	3	G16	1.63	28	108	0.009371468958185351	1	2	3	67	8444	DYRK3	s16025	TRUE
8444	5	G16	1.55	29	129	0.009371468958185351	1	2	3	67	8444	DYRK3	s16026	TRUE
64799	6	L01	-1.45	1069	1069	0.0012579754740033495	0	2	3	67	64799	IQCH	s34973	TRUE
8444	1	H15	-1.31	1069	1069	0.009371468958185351	0	2	3	67	8444	DYRK3	s16024	TRUE
7175	3	P14	0.2	1069	1069	0.001540772770953885	0	3	3	100	7175	TPR	s14354	TRUE
