GeneID	GeneSymbol	median_z_score
64799	IQCH	1.94
7175	TPR	1.89
4750	NEK1	1.56
8444	DYRK3	1.55
5590	PRKCZ	1.5
3101	HK3	1.47
7786	MAP3K12	1.47
8573	CASK	1.47
6502	SKP2	1.46
2042	EPHA3	1.45
152110	NEK10	1.42
64080	RBKS	1.35
369	ARAF	1.33
374872	C19orf35	1.24
2872	MKNK2	1.2
23300	ATMIN	1.19
51765	MST4	1.18
51530	ZC3HC1	1.16
283629	TSSK4	1.16
7084	TK2	1.15
10087	COL4A3BP	1.15
6850	SYK	1.12
150094	SIK1	1.12
8649	MAPKSP1	1.1
57396	CLK4	1.09
6446	SGK1	1.08
6792	CDKL5	1.08
55681	SCYL2	1.07
23678	SGK3	1.05
2051	EPHB6	1.03
2322	FLT3	1.03
5586	PKN2	1.03
2868	GRK4	1.01
6199	RPS6KB2	1.01
7443	VRK1	1.01
112464	PRKCDBP	1
283455	KSR2	1
8550	MAPKAPK5	0.99
51232	CRIM1	0.99
80342	TRAF3IP3	0.99
805	CALM2	0.98
23139	MAST2	0.98
4921	DDR2	0.97
3718	JAK3	0.96
9060	PAPSS2	0.95
157	ADRBK2	0.94
5608	MAP2K6	0.94
2321	FLT1	0.93
8491	MAP4K3	0.92
2066	ERBB4	0.91
8780	RIOK3	0.91
9113	LATS1	0.91
818	CAMK2G	0.9
1607	DGKB	0.9
29922	NME7	0.9
815	CAMK2A	0.88
54986	ULK4	0.88
55500	ETNK1	0.87
90	ACVR1	0.86
4638	MYLK	0.86
7867	MAPKAPK3	0.86
260425	MAGI3	0.86
10154	PLXNC1	0.85
1159	CKMT1B	0.84
6732	SRPK1	0.84
2534	FYN	0.83
54981	C9orf95	0.83
80216	ALPK1	0.83
5214	PFKP	0.82
10110	SGK2	0.81
154043	CNKSR3	0.81
808	CALM3	0.8
5157	PDGFRL	0.8
156	ADRBK1	0.79
2646	GCKR	0.79
57551	TAOK1	0.79
64781	CERK	0.79
4831	NME2	0.78
23129	PLXND1	0.77
4914	NTRK1	0.76
5635	PRPSAP1	0.76
5894	RAF1	0.76
26228	STAP1	0.76
4751	NEK2	0.74
9263	STK17A	0.74
11344	TWF2	0.72
9061	PAPSS1	0.7
9706	ULK2	0.7
139189	DGKK	0.7
5159	PDGFRB	0.68
57118	CAMK1D	0.67
9748	SLK	0.66
11011	TLK2	0.66
28996	HIPK2	0.66
79646	PANK3	0.66
3706	ITPKA	0.65
5566	PRKACA	0.65
51231	VRK3	0.65
51701	NLK	0.65
91	ACVR1B	0.64
1456	CSNK1G3	0.64
2261	FGFR3	0.64
283284	IGSF22	0.64
5129	PCTK3	0.63
341676	NEK5	0.63
2049	EPHB3	0.62
9261	MAPKAPK2	0.62
25778	DSTYK	0.62
5610	EIF2AK2	0.61
6195	RPS6KA1	0.61
55558	PLXNA3	0.61
5232	PGK2	0.6
7010	TEK	0.6
10769	PLK2	0.6
54963	UCKL1	0.6
5634	PRPS2	0.58
2260	FGFR1	0.57
27330	RPS6KA6	0.57
84284	NTPCR	0.57
203	AK1	0.56
3717	JAK2	0.56
23178	PASK	0.56
26993	AKAP8L	0.55
83983	TSSK6	0.55
389840	MAP3K15	0.55
1859	DYRK1A	0.54
23235	SIK2	0.54
1841	DTYMK	0.52
6198	RPS6KB1	0.52
55589	BMP2K	0.52
225689	MAPK15	0.52
388228	SBK1	0.52
9891	NUAK1	0.51
10746	MAP3K2	0.51
27	ABL2	0.5
269	AMHR2	0.5
1119	CHKA	0.5
5588	PRKCQ	0.5
5593	PRKG2	0.49
55300	PI4K2B	0.49
2081	ERN1	0.47
6885	MAP3K7	0.47
9467	SH3BP5	0.47
10654	PMVK	0.47
4920	ROR2	0.46
4293	MAP3K9	0.45
7525	YES1	0.45
11113	CIT	0.45
4216	MAP3K4	0.44
136371	ASB10	0.44
169436	C9orf96	0.44
253430	IPMK	0.44
673	BRAF	0.43
6794	STK11	0.43
57172	CAMK1G	0.43
415116	PIM3	0.43
545	ATR	0.42
4217	MAP3K5	0.42
11040	PIM2	0.42
54861	SNRK	0.42
2444	FRK	0.41
5230	PGK1	0.41
5589	PRKCSH	0.41
23118	MAP3K7IP2	0.41
7083	TK1	0.4
84930	MASTL	0.4
3480	IGF1R	0.39
8396	PIP4K2B	0.39
10494	STK25	0.39
127933	UHMK1	0.39
1956	EGFR	0.38
5058	PAK1	0.38
5163	PDK1	0.38
6197	RPS6KA3	0.38
10519	CIB1	0.38
11213	IRAK3	0.38
55437	STRADB	0.38
79810	PTCD2	0.38
1969	EPHA2	0.37
3551	IKBKB	0.37
5290	PIK3CA	0.37
5563	PRKAA2	0.37
9258	MFHAS1	0.37
51447	IP6K2	0.37
79877	DCAKD	0.37
83440	ADPGK	0.37
91754	NEK9	0.37
5598	MAPK7	0.36
8558	CDK10	0.36
657	BMPR1A	0.35
2645	GCK	0.35
4342	MOS	0.35
26007	DAK	0.35
55359	STYK1	0.35
83931	STK40	0.35
5062	PAK2	0.34
149420	PDIK1L	0.34
158798	AKAP14	0.34
160851	DGKH	0.34
93	ACVR2B	0.33
3702	ITK	0.33
8526	DGKE	0.33
8566	PDXK	0.33
51135	IRAK4	0.33
3654	IRAK1	0.32
23654	PLXNB2	0.32
7016	TESK1	0.31
56155	TEX14	0.31
80347	COASY	0.31
221823	PRPS1L1	0.31
4214	MAP3K1	0.3
6789	STK4	0.3
8631	SKAP1	0.3
9451	EIF2AK3	0.3
9475	ROCK2	0.3
55229	PANK4	0.3
80851	SH3BP5L	0.3
5756	TWF1	0.29
85481	PSKH2	0.29
1613	DAPK3	0.28
4830	NME1	0.28
8428	STK24	0.28
22848	AAK1	0.28
130399	ACVR1C	0.28
5605	MAP2K2	0.27
29904	EEF2K	0.27
64122	FN3K	0.27
472	ATM	0.26
1017	CDK2	0.26
122011	CSNK1A1L	0.26
255239	ANKK1	0.26
284656	EPHA10	0.26
914	CD2	0.25
1454	CSNK1E	0.25
4139	MARK1	0.25
10783	NEK6	0.25
83732	RIOK1	0.25
5286	PIK3C2A	0.24
5681	PSKH1	0.24
7301	TYRO3	0.24
9088	PKMYT1	0.24
9149	DYRK1B	0.24
58538	MPP4	0.24
1457	CSNK2A1	0.23
5289	PIK3C3	0.23
7297	TYK2	0.23
57538	ALPK3	0.23
5606	MAP2K3	0.22
10461	MERTK	0.22
1633	DCK	0.21
5291	PIK3CB	0.21
5581	PRKCE	0.21
8986	RPS6KA4	0.21
55312	RFK	0.21
79934	ADCK4	0.21
6098	ROS1	0.2
1022	CDK7	0.19
6041	RNASEL	0.19
9223	MAGI1	0.18
79837	PIP4K2C	0.18
4593	MUSK	0.17
5213	PFKM	0.17
5579	PRKCB	0.17
25865	PRKD2	0.17
2041	EPHA1	0.16
3055	HCK	0.16
8445	DYRK2	0.16
9201	DCLK1	0.16
11183	MAP4K5	0.16
64089	SNX16	0.16
79705	LRRK1	0.16
5260	PHKG1	0.15
9590	AKAP12	0.15
10922	FASTK	0.15
2043	EPHA4	0.14
4915	NTRK2	0.14
53834	FGFRL1	0.14
55224	ETNK2	0.14
147746	HIPK4	0.14
1024	CDK8	0.13
5567	PRKACB	0.13
285220	EPHA6	0.13
640	BLK	0.12
1196	CLK2	0.12
2585	GALK2	0.12
8877	SPHK1	0.12
22983	MAST1	0.12
83903	GSG2	0.12
166614	DCLK2	0.12
203447	NRK	0.12
5165	PDK3	0.11
6733	SRPK2	0.11
8536	CAMK1	0.11
51086	TNNI3K	0.11
1021	CDK6	0.1
1608	DGKG	0.1
3815	KIT	0.1
4246	SCGB2A1	0.1
5583	PRKCH	0.1
8569	MKNK1	0.1
8737	RIPK1	0.1
10645	CAMKK2	0.1
11035	RIPK3	0.1
80852	GRIP2	0.1
1445	CSK	0.09
1760	DMPK	0.09
5063	PAK3	0.09
5261	PHKG2	0.09
11184	MAP4K1	0.09
57144	PAK7	0.09
3932	LCK	0.08
5585	PKN1	0.08
6259	RYK	0.08
10020	GNE	0.08
140609	NEK7	0.08
816	CAMK2B	0.07
65975	STK33	0.07
84254	CAMKK1	0.07
347736	NME9	0.07
801	CALM1	0.06
1018	CDK3	0.06
2264	FGFR4	0.06
4140	MARK3	0.06
5979	RET	0.06
9020	MAP3K14	0.06
9146	HGS	0.06
23049	SMG1	0.06
55620	STAP2	0.06
143098	MPP7	0.06
5156	PDGFRA	0.05
8382	NME5	0.05
9578	CDC42BPB	0.05
23613	ZMYND8	0.05
5293	PIK3CD	0.04
5594	MAPK1	0.04
7048	TGFBR2	0.04
8395	PIP5K1B	0.04
8999	CDKL2	0.04
9064	MAP3K6	0.04
25989	ULK3	0.04
26750	RPS6KC1	0.04
30811	HUNK	0.04
51314	TXNDC3	0.04
91156	IGFN1	0.04
1019	CDK4	0.03
1263	PLK3	0.03
4916	NTRK3	0.03
5127	PCTK1	0.03
5636	PRPSAP2	0.03
10128	LRPPRC	0.03
23043	TNIK	0.03
53354	PANK1	0.03
65267	WNK3	0.03
340156	MYLK4	0.03
1025	CDK9	0.02
10000	AKT3	0.02
55872	PBK	0.02
3098	HK1	0.01
4233	MET	0.01
7371	UCK2	0.01
10201	NME6	0.01
3985	LIMK2	0
10595	ERN2	0
23552	CCRK	0
80201	HKDC1	-0
284086	NEK8	0
1612	DAPK1	-0.01
5582	PRKCG	-0.01
8576	STK16	-0.01
83942	TSSK1B	-0.01
122481	AK7	-0.01
347359	BMP2KL	-0.01
3795	KHK	-0.02
4058	LTK	-0.02
4355	MPP2	-0.02
5298	PI4KB	-0.02
5365	PLXNB3	-0.02
7444	VRK2	-0.02
8527	DGKD	-0.02
91807	MYLK3	-0.02
558	AXL	-0.03
1432	MAPK14	-0.03
4354	MPP1	-0.03
204851	HIPK1	-0.03
25	ABL1	-0.04
2044	EPHA5	-0.04
140901	STK35	-0.04
1158	CKM	-0.05
4067	LYN	-0.05
10114	HIPK3	-0.05
167359	NIM1	-0.05
1152	CKB	-0.06
2324	FLT4	-0.06
9465	AKAP7	-0.06
55781	RIOK2	-0.06
814	CAMK4	-0.07
3705	ITPK1	-0.07
5891	MOK	-0.07
8767	RIPK2	-0.07
23031	MAST3	-0.07
51347	TAOK3	-0.07
131890	GRK7	-0.07
1436	CSF1R	-0.08
2987	GUK1	-0.08
5580	PRKCD	-0.08
5584	PRKCI	-0.08
5602	MAPK10	-0.08
28951	TRIB2	-0.08
344387	CDKL4	-0.08
5562	PRKAA1	-0.09
5613	PRKX	-0.09
10295	BCKDK	-0.09
57410	SCYL1	-0.09
238	ALK	-0.1
7535	ZAP70	-0.1
139728	PNCK	-0.1
8814	CDKL1	-0.11
9863	MAGI2	-0.11
50488	MINK1	-0.11
81629	TSSK3	-0.11
84446	BRSK1	-0.11
699	BUB1	-0.12
5600	MAPK11	-0.12
83694	RPS6KL1	-0.12
84451	KIAA1804	-0.12
85366	MYLK2	-0.12
120892	LRRK2	-0.12
6788	STK3	-0.13
9874	TLK1	-0.13
55577	NAGK	-0.13
2242	FES	-0.14
5599	MAPK8	-0.14
5747	PTK2	-0.14
9833	MELK	-0.14
65018	PINK1	-0.14
92	ACVR2A	-0.16
3656	IRAK2	-0.16
2047	EPHB1	-0.17
4117	MAK	-0.17
4900	NRGN	-0.17
8503	PIK3R3	-0.17
114836	SLAMF6	-0.17
5596	MAPK4	-0.18
10221	TRIB1	-0.18
22853	LMTK2	-0.18
2931	GSK3A	-0.19
6011	GRK1	-0.19
23097	CDK19	-0.19
64768	IPPK	-0.19
701	BUB1B	-0.2
2046	EPHA8	-0.2
3707	ITPKB	-0.2
5631	PRPS1	-0.2
23548	TTC33	-0.2
197259	MLKL	-0.21
817	CAMK2D	-0.22
5164	PDK2	-0.22
9344	TAOK2	-0.22
54899	PXK	-0.22
124923	FLJ25006	-0.22
658	BMPR1B	-0.23
5597	MAPK6	-0.23
23396	PIP5K1C	-0.23
26289	AK5	-0.24
26576	SRPK3	-0.24
27231	ITGB1BP3	-0.24
54998	AURKAIP1	-0.24
2064	ERBB2	-0.25
5871	MAP4K2	-0.25
57147	SCYL3	-0.25
256356	GK5	-0.25
132	ADK	-0.26
7294	TXK	-0.26
89882	TPD52L3	-0.26
4832	NME3	-0.27
5364	PLXNB1	-0.27
4486	MST1R	-0.28
55351	STK32B	-0.28
5108	PCM1	-0.29
9252	RPS6KA5	-0.29
197258	FUK	-0.29
23683	PRKD3	-0.3
54103	PION	-0.3
660	BMX	-0.31
5313	PKLR	-0.31
6102	RP2	-0.31
8844	KSR1	-0.31
9943	OXSR1	-0.31
29110	TBK1	-0.31
5292	PIM1	-0.32
9829	DNAJC6	-0.32
132158	GLYCTK	-0.32
8517	IKBKG	-0.33
9162	DGKI	-0.33
146057	TTBK2	-0.33
1160	CKMT2	-0.34
5287	PIK3C2B	-0.34
50808	AK3	-0.34
94	ACVRL1	-0.35
5297	PI4KA	-0.35
114790	STK11IP	-0.35
9625	AATK	-0.36
27102	EIF2AK1	-0.36
984	CDK11B	-0.37
2584	GALK1	-0.37
2870	GRK6	-0.37
80271	ITPKC	-0.37
5604	MAP2K1	-0.38
6787	NEK4	-0.38
9448	MAP4K4	-0.38
3611	ILK	-0.39
8476	CDC42BPA	-0.39
7046	TGFBR1	-0.4
56848	SPHK2	-0.4
5607	MAP2K5	-0.41
27010	TPK1	-0.41
130106	CIB4	-0.42
2710	GK	-0.43
3643	INSR	-0.43
23012	STK38L	-0.43
51776	ZAK	-0.43
80122	MAP3K19	-0.43
2011	MARK2	-0.44
2048	EPHB2	-0.44
7006	TEC	-0.44
202374	STK32A	-0.44
5601	MAPK9	-0.45
3984	LIMK1	-0.46
5361	PLXNA1	-0.47
282974	STK32C	-0.47
2241	FER	-0.48
6795	AURKC	-0.48
27347	STK39	-0.48
53944	CSNK1G1	-0.48
54101	RIPK4	-0.48
3645	INSRR	-0.49
5616	PRKY	-0.49
9175	MAP3K13	-0.49
9942	XYLB	-0.49
1606	DGKA	-0.5
6714	SRC	-0.5
51678	MPP6	-0.5
1459	CSNK2A2	-0.51
11284	PNKP	-0.51
3716	JAK1	-0.52
23387	SIK3	-0.52
4356	MPP3	-0.53
9463	PICK1	-0.53
11252	PACSIN2	-0.53
55277	FGGY	-0.53
55750	AGK	-0.53
204	AK2	-0.54
1198	CLK3	-0.54
5294	PIK3CG	-0.54
4145	MATK	-0.55
92335	STRADA	-0.55
207	AKT1	-0.56
3791	KDR	-0.56
1455	CSNK1G2	-0.57
2268	FGR	-0.57
5315	PKM2	-0.57
51265	CDKL3	-0.57
4598	MVK	-0.58
6093	ROCK1	-0.58
7075	TIE1	-0.58
65266	WNK4	-0.58
8394	PIP5K1A	-0.59
9902	MRC2	-0.59
10188	TNK2	-0.59
30849	PIK3R4	-0.59
65268	WNK2	-0.59
5603	MAPK13	-0.6
8525	DGKZ	-0.6
9024	BRSK2	-0.6
29993	PACSIN1	-0.6
29941	PKN3	-0.61
65220	NADK	-0.61
117283	IP6K3	-0.61
1326	MAP3K8	-0.62
2050	EPHB4	-0.62
2712	GK2	-0.62
8859	STK19	-0.62
56990	CDC42SE2	-0.62
8408	ULK1	-0.63
10270	AKAP8	-0.63
57787	MARK4	-0.63
54981	NMRK1	-0.635
5578	PRKCA	-0.64
55450	CAMK2N1	-0.64
5592	PRKG1	-0.65
10256	CNKSR1	-0.65
84630	TTBK1	-0.65
23729	SHPK	-0.66
1609	DGKQ	-0.67
5170	PDPK1	-0.67
29959	NRBP1	-0.67
8567	MADD	-0.68
8798	DYRK4	-0.68
10420	TESK2	-0.68
55361	PI4K2A	-0.68
208	AKT2	-0.69
2475	FRAP1	-0.69
5587	PRKD1	-0.69
23617	TSSK2	-0.69
80025	PANK2	-0.7
695	BTK	-0.71
780	DDR1	-0.71
56924	PAK6	-0.72
114783	LMTK3	-0.72
440275	EIF2AK4	-0.72
4294	MAP3K10	-0.73
9641	IKBKE	-0.73
115701	ALPK2	-0.73
5305	PIP4K2A	-0.74
4296	MAP3K11	-0.75
5211	PFKL	-0.75
58496	LY6G5B	-0.76
65061	CDK15	-0.76
5218	CDK14	-0.78
5288	PIK3C2G	-0.78
5753	PTK6	-0.78
90956	ADCK2	-0.78
138429	PIP5KL1	-0.78
659	BMPR2	-0.79
9807	IP6K1	-0.79
51727	CMPK1	-0.79
6872	TAF1	-0.8
1452	CSNK1A1	-0.82
79906	MORN1	-0.82
27148	STK36	-0.83
85443	DCLK3	-0.83
5568	PRKACG	-0.84
81788	NUAK2	-0.84
1147	CHUK	-0.85
5832	ALDH18A1	-0.86
6725	SRMS	-0.86
8899	PRPF4B	-0.86
56911	MAP3K7CL	-0.89
203054	ADCK5	-0.89
