plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
5	198	2.86	I06	sample	sample	24400	22528	23464	-1872	1.45	2.11	2.426	3.293	1612	DAPK1	s3931
5	374	2.82	P14	sample	sample	25140	24877	25008.5	-263	1.49	2.32	2.133	3.516	7175	TPR	s14355
3	338	2.69	O02	sample	sample	24336	23038	23687	-1298	1.45	2.08	1.838	3.544	2444	FRK	s5364
5	167	2.69	G23	neg	neg	24158	27637	25897.5	3479	1.43	2.58	1.885	3.49	NA	NA	NA
5	222	2.69	J06	sample	sample	21110	26113	23611.5	5003	1.25	2.44	1.789	3.581	5894	RAF1	s11751
1	263	2.62	K23	neg	neg	28889	21633	25261	-7256	1.74	1.68	3.417	1.822	NA	NA	NA
3	266	2.59	L02	sample	sample	21441	26089	23765	4648	1.28	2.35	1.233	3.948	6197	RPS6KA3	s12280
5	98	2.57	E02	sample	sample	29302	21951	25626.5	-7351	1.74	2.05	2.624	2.517	3645	INSRR	s7482
1	137	2.47	F17	sample	sample	23761	22070	22915.5	-1691	1.43	1.71	2.746	2.204	3718	JAK3	s7652
5	160	2.47	G16	sample	sample	25484	22688	24086	-2796	1.51	2.12	2.129	2.813	8444	DYRK3	s16026
1	167	2.42	G23	neg	neg	21955	21738	21846.5	-217	1.32	1.69	2.319	2.529	NA	NA	NA
1	359	2.38	O23	neg	neg	21346	28406	24876	7060	1.28	2.2	1.073	3.685	NA	NA	NA
3	105	2.35	E09	sample	sample	25094	26360	25727	1266	1.5	2.38	1.698	3.005	10769	PLK2	s65
2	378	2.34	P18	sample	sample	22781	22749	22765	-32	1.4	2.06	1.704	2.969	340156	MYLK4	s50670
1	97	2.34	E01	sample	sample	25176	28041	26608.5	2865	1.51	2.17	2.124	2.547	5600	MAPK11	s11155
2	210	2.27	I18	sample	sample	22196	22681	22438.5	485	1.36	2.05	1.564	2.986	23613	ZMYND8	s223618
1	85	2.25	D13	sample	sample	19679	25578	22628.5	5899	1.18	1.98	1.153	3.341	1022	CDK7	s2828
1	71	2.19	C23	neg	neg	23774	20344	22059	-3430	1.43	1.58	2.718	1.662	NA	NA	NA
5	375	2.15	P15	sample	sample	24092	27494	25793	3402	1.43	2.57	1.444	2.849	5365	PLXNB3	s10707
3	166	2.14	G22	sample	sample	25472	18199	21835.5	-7273	1.52	1.64	2.354	1.923	1607	DGKB	s3915
4	181	2.13	H13	sample	sample	24668	14148	19408	-10520	1.45	1.16	2.902	1.351	57172	CAMK1G	s32828
4	277	2.13	L13	sample	sample	20583	19126	19854.5	-1457	1.21	1.56	1.948	2.302	65267	WNK3	s35279
1	185	2.12	H17	sample	sample	26031	22875	24453	-3156	1.56	1.77	2.36	1.883	8445	DYRK2	s16027
6	149	2.11	G05	sample	sample	34104	21336	27720	-12768	1.89	1.15	3.325	0.889	8877	SPHK1	s16959
3	356	2.09	O20	sample	sample	25738	17910	21824	-7828	1.54	1.62	2.162	2.022	2868	GRK4	s6085
1	33	2.09	B09	sample	sample	26719	22316	24517.5	-4403	1.61	1.73	2.356	1.825	801	CALM1	s2340
1	299	2.08	M11	sample	sample	23764	19830	21797	-3934	1.43	1.54	2.422	1.735	6794	STK11	s13579
