GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
6199	1	K05	1.98	1	34	9.559622352010345e-4	1	2	3	67	6199	RPS6KB2	s12285	TRUE
6199	5	L06	1.92	2	39	9.559622352010345e-4	1	2	3	67	6199	RPS6KB2	s12287	TRUE
10769	3	E09	2.35	6	13	0.0032022034893940147	1	2	3	67	10769	PLK2	s65	TRUE
10769	1	F10	1.69	7	73	0.0032022034893940147	1	2	3	67	10769	PLK2	s64	TRUE
4831	5	H13	1.92	8	40	0.0038241492880055055	1	2	3	67	4831	NME2	s224122	TRUE
4831	1	G14	1.65	9	82	0.0038241492880055055	1	2	3	67	4831	NME2	s9591	TRUE
8444	5	G16	2.47	17	9	0.004600602268347652	1	2	3	67	8444	DYRK3	s16026	TRUE
8444	3	G16	1.62	18	89	0.004600602268347652	1	2	3	67	8444	DYRK3	s16025	TRUE
6199	3	L06	-1.53	1079	1079	9.559622352010345e-4	0	2	3	67	6199	RPS6KB2	s12286	TRUE
10769	5	E09	-1.04	1079	1079	0.0032022034893940147	0	2	3	67	10769	PLK2	s66	TRUE
8444	1	H15	-0.43	1079	1079	0.004600602268347652	0	2	3	67	8444	DYRK3	s16024	TRUE
4831	3	H13	-0.15	1079	1079	0.0038241492880055055	0	2	3	67	4831	NME2	s9592	TRUE
