GeneID.x	Plate	Well	Score	RSARank	ScoreRank	PValue	RSAHit	#HitWell	#TotalWell	%HitWell	GeneID.y	GeneSymbol	siRNAID	Flag
572	1	C01	2.32	1	34	4.458101997523517e-5	1	3	3	100	572	BAD	s1861	TRUE
572	3	C01	2.07	2	57	4.458101997523517e-5	1	3	3	100	572	BAD	s1863	TRUE
572	2	C01	1.99	3	64	4.458101997523517e-5	1	3	3	100	572	BAD	s1862	TRUE
545	3	A17	2.68	4	17	3.368906623128573e-4	1	2	3	67	545	ATR	s536	TRUE
545	2	A17	2.59	5	20	3.368906623128573e-4	1	2	3	67	545	ATR	s535	TRUE
23137	6	C01	3.25	6	5	3.906635949512557e-4	1	3	3	100	23137	SMC5	s23117	TRUE
23137	4	C01	1.75	7	104	3.906635949512557e-4	1	3	3	100	23137	SMC5	s23115	TRUE
23137	5	C01	1.62	8	135	3.906635949512557e-4	1	3	3	100	23137	SMC5	s23116	TRUE
57646	4	D09	2.34	9	32	3.994755557396298e-4	1	3	3	100	57646	USP28	s33509	TRUE
57646	6	D09	1.69	10	121	3.994755557396298e-4	1	3	3	100	57646	USP28	s33508	TRUE
57646	5	D09	1.62	11	136	3.994755557396298e-4	1	3	3	100	57646	USP28	s33510	TRUE
9891	3	J12	1.94	12	70	4.455276714352011e-4	1	3	3	100	9891	NUAK1	s90	TRUE
9891	1	J12	1.62	13	137	4.455276714352011e-4	1	3	3	100	9891	NUAK1	s88	TRUE
9891	2	J12	1.61	14	139	4.455276714352011e-4	1	3	3	100	9891	NUAK1	s89	TRUE
10721	2	P06	2.74	15	13	0.0010114708601112051	1	3	3	100	10721	POLQ	s21060	TRUE
10721	3	P06	2.22	16	43	0.0010114708601112051	1	3	3	100	10721	POLQ	s21059	TRUE
10721	1	P06	1.42	17	185	0.0010114708601112051	1	3	3	100	10721	POLQ	s21061	TRUE
3978	2	B01	2.42	19	25	0.001304729407900223	1	2	3	67	3978	LIG1	s8175	TRUE
3978	1	B01	2.26	20	39	0.001304729407900223	1	2	3	67	3978	LIG1	s8174	TRUE
56897	6	B17	2.33	22	33	0.0016626148468841108	1	3	3	100	56897	WRNIP1	s32337	TRUE
56897	4	B17	2.21	23	44	0.0016626148468841108	1	3	3	100	56897	WRNIP1	s32338	TRUE
55183	4	O07	1.94	28	71	0.0028210160196829245	1	3	3	100	55183	RIF1	s30377	TRUE
55183	5	O07	1.6	29	143	0.0028210160196829245	1	3	3	100	55183	RIF1	s30376	TRUE
55183	6	O07	1.19	30	258	0.0028210160196829245	1	3	3	100	55183	RIF1	s30378	TRUE
324	1	A09	2.72	31	15	0.004569266173731002	1	2	3	67	324	APC	s1435	TRUE
324	3	A09	1.94	32	72	0.004569266173731002	1	2	3	67	324	APC	s1434	TRUE
10432	1	N08	2.37	39	30	0.005344884343155918	1	3	3	100	10432	RBM14	s20408	TRUE
10432	3	N08	1.9	40	78	0.005344884343155918	1	3	3	100	10432	RBM14	s20407	TRUE
54840	5	M11	2	45	63	0.005616507067264647	1	2	3	67	54840	APTX	s29559	TRUE
54840	4	M11	1.89	46	81	0.005616507067264647	1	2	3	67	54840	APTX	s29560	TRUE
4438	2	D17	3.08	47	7	0.006618395346246565	1	3	3	100	4438	MSH4	s8973	TRUE
4438	3	D17	1.86	48	88	0.006618395346246565	1	3	3	100	4438	MSH4	s8972	TRUE
596	3	C09	2.73	52	14	0.007072044245446484	1	2	3	67	596	BCL2	s1915	TRUE
596	1	C09	1.85	53	90	0.007072044245446484	1	2	3	67	596	BCL2	s224526	TRUE
9774	1	J06	2.69	54	16	0.008352446991004453	1	3	3	100	9774	BCLAF1	s18874	TRUE
9774	2	J06	1.78	55	98	0.008352446991004453	1	3	3	100	9774	BCLAF1	s18875	TRUE
10038	3	L08	2.08	59	55	0.00973485609835191	1	3	3	100	10038	PARP2	s19503	TRUE
10038	2	L08	1.74	60	106	0.00973485609835191	1	3	3	100	10038	PARP2	s19504	TRUE
5427	1	J07	2.17	66	46	0.011027356901297377	1	2	3	67	5427	POLE2	s10785	TRUE
5427	3	J07	1.71	67	114	0.011027356901297377	1	2	3	67	5427	POLE2	s10786	TRUE
83666	5	J17	2.23	68	41	0.011800393346444886	1	2	3	67	83666	PARP9	s38096	TRUE
83666	6	J17	1.7	69	116	0.011800393346444886	1	2	3	67	83666	PARP9	s38095	TRUE
2067	3	K01	2.27	101	38	0.020368966706185054	1	2	3	67	2067	ERCC1	s4786	TRUE
2067	2	K01	1.54	102	156	0.020368966706185054	1	2	3	67	2067	ERCC1	s4785	TRUE
596	2	C09	-1.45	885	885	0.007072044245446484	0	2	3	67	596	BCL2	s1916	TRUE
2067	1	K01	-1.32	885	885	0.020368966706185054	0	2	3	67	2067	ERCC1	s4784	TRUE
83666	4	J17	-0.9	885	885	0.011800393346444886	0	2	3	67	83666	PARP9	s38094	TRUE
54840	6	M11	-0.59	885	885	0.005616507067264647	0	2	3	67	54840	APTX	s29558	TRUE
3978	3	B01	-0.53	885	885	0.001304729407900223	0	2	3	67	3978	LIG1	s8173	TRUE
324	2	A09	-0.43	885	885	0.004569266173731002	0	2	3	67	324	APC	s1433	TRUE
5427	2	J07	-0.43	885	885	0.011027356901297377	0	2	3	67	5427	POLE2	s10784	TRUE
545	1	A17	-0.3	885	885	3.368906623128573e-4	0	2	3	67	545	ATR	s534	TRUE
10038	1	L08	0.14	885	885	0.00973485609835191	0	3	3	100	10038	PARP2	s19502	TRUE
9774	3	J06	0.66	885	885	0.008352446991004453	0	3	3	100	9774	BCLAF1	s225184	TRUE
56897	5	B17	0.8	885	885	0.0016626148468841108	0	3	3	100	56897	WRNIP1	s32339	TRUE
10432	2	N08	0.86	885	885	0.005344884343155918	0	3	3	100	10432	RBM14	s20406	TRUE
4438	1	D17	0.93	885	885	0.006618395346246565	0	3	3	100	4438	MSH4	s8974	TRUE
