plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	median_ch1	diff_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	normalized_r1_ch1	normalized_r2_ch1	GeneID	GeneSymbol	siRNAID
3	238	4.01	J22	sample	sample	7877	11292	9584.5	3415	2.14	3.6	3.344	4.682	9984	THOC1	s19396
4	263	3.44	K23	neg	neg	8272	14520	11396	6248	1.64	3.38	1.973	4.91	NA	NA	NA
6	263	3.33	K23	neg	neg	11377	12063	11720	686	2.02	2.31	2.99	3.672	NA	NA	NA
5	311	3.3	M23	neg	neg	8876	10494	9685	1618	1.75	2.33	2.987	3.613	NA	NA	NA
6	49	3.25	C01	sample	sample	12771	10700	11735.5	-2071	2.27	2.04	3.82	2.682	23137	SMC5	s23117
5	149	3.11	G05	sample	sample	6593	11434	9013.5	4841	1.3	2.54	2.179	4.045	27113	BBC3	s25840
2	89	3.08	D17	sample	sample	11492	10709	11100.5	-783	2.59	2.58	3.302	2.858	4438	MSH4	s8973
2	69	2.89	C21	sample	sample	8884	12406	10645	3522	2	2.99	2.295	3.484	641	BLM	s1998
3	220	2.87	J04	sample	sample	7215	7999	7607	784	1.96	2.55	2.61	3.134	9768	KIAA0101	s18861
5	215	2.86	I23	neg	neg	8737	10896	9816.5	2159	1.72	2.42	2.36	3.364	NA	NA	NA
4	103	2.84	E07	sample	sample	8299	9246	8772.5	947	1.65	2.15	2.358	3.32	25836	NIPBL	s24587
3	97	2.83	E01	sample	sample	8678	9167	8922.5	489	2.35	2.92	2.139	3.528	666	BOK	s194315
2	366	2.74	P06	sample	sample	9709	5575	7642	-4134	2.19	1.34	3.105	2.368	10721	POLQ	s21060
3	57	2.73	C09	sample	sample	8175	8754	8464.5	579	2.22	2.79	2.522	2.937	596	BCL2	s1915
1	9	2.72	A09	sample	sample	8992	12614	10803	3622	1.96	2.39	2.615	2.817	324	APC	s1435
1	222	2.69	J06	sample	sample	7344	12574	9959	5230	1.6	2.38	2.056	3.325	9774	BCLAF1	s18874
3	17	2.68	A17	sample	sample	8208	6801	7504.5	-1407	2.23	2.17	2.914	2.444	545	ATR	s536
5	89	2.65	D17	sample	sample	11302	8985	10143.5	-2317	2.22	2	2.787	2.518	57804	POLD4	s33735
5	167	2.62	G23	neg	neg	8251	9522	8886.5	1271	1.62	2.12	2.464	2.78	NA	NA	NA
2	17	2.59	A17	sample	sample	7919	7357	7638	-562	1.79	1.77	2.548	2.636	545	ATR	s535
6	111	2.59	E15	sample	sample	7910	11368	9639	3458	1.4	2.17	2.229	2.945	26058	GIGYF2	s25033
6	196	2.56	I04	sample	sample	10577	7657	9117	-2920	1.88	1.46	2.785	2.334	389643	C8orf80	s52516
3	21	2.52	A21	sample	sample	9995	7065	8530	-2930	2.71	2.25	3.059	1.978	571	BACH1	s1858
4	3	2.46	A03	sample	sample	10155	6965	8560	-3190	2.02	1.62	3.463	1.464	11219	TREX2	s195093
3	311	2.42	M23	neg	neg	6208	11060	8634	4852	1.68	3.52	1.056	3.789	NA	NA	NA
2	25	2.42	B01	sample	sample	10928	10567	10747.5	-361	2.46	2.55	2.076	2.756	3978	LIG1	s8175
3	167	2.41	G23	neg	neg	6280	9885	8082.5	3605	1.7	3.15	1.338	3.476	NA	NA	NA
